Date,Location,Age,Count
2/11/1994,PRH,SA1-3,12
2/11/1994,PRH,COW,127
2/11/1994,PRH,PUP,129
2/11/1994,PRH,DEADPUP,4
2/11/1994,PRH,WNR,95
2/11/1994,PRH,IMM,3
2/24/1994,PRH,BULL-SA4,6
2/24/1994,PRH,SA1-3,19
2/24/1994,PRH,COW,22
2/24/1994,PRH,PUP,13
2/24/1994,PRH,DEADPUP,5
2/24/1994,PRH,WNR,213
2/24/1994,PRH,IMM,1
2/26/1994,PRH,BULL-SA4,8
2/26/1994,PRH,SA1-3,7
2/26/1994,PRH,COW,18
2/26/1994,PRH,PUP,18
2/26/1994,PRH,DEADPUP,4
2/26/1994,PRH,WNR,201
3/4/1994,PRH,BULL-SA4,10
3/4/1994,PRH,SA1-3,13
3/4/1994,PRH,COW,9
3/4/1994,PRH,PUP,5
3/4/1994,PRH,WNR,222
3/4/1994,PRH,IMM,2
11/4/1994,PRH,IMM,679
11/26/1994,PRH,SA1-3,1
11/26/1994,PRH,IMM,218
12/2/1994,PRH,BULL-SA4,2
12/2/1994,PRH,SA1-3,9
12/2/1994,PRH,IMM,229
12/16/1994,PRH,BULL-SA4,8
12/16/1994,PRH,SA1-3,93
12/16/1994,PRH,COW,2
12/16/1994,PRH,PUP,1
12/16/1994,PRH,IMM,52
12/23/1994,PRH,BULL-SA4,11
12/23/1994,PRH,SA1-3,107
12/23/1994,PRH,COW,2
12/23/1994,PRH,PUP,1
12/23/1994,PRH,IMM,41
12/25/1994,PRH,BULL-SA4,3
12/25/1994,PRH,SA1-3,6
12/25/1994,PRH,COW,8
12/25/1994,PRH,PUP,3
12/25/1994,PRH,IMM,12
12/30/1994,PRH,BULL-SA4,11
12/30/1994,PRH,SA1-3,65
12/30/1994,PRH,COW,23
12/30/1994,PRH,PUP,8
12/30/1994,PRH,IMM,30
1/15/1995,PRH,BULL-SA4,3
1/15/1995,PRH,SA1-3,24
1/15/1995,PRH,COW,11
1/15/1995,PRH,PUP,1
1/21/1995,PRH,BULL-SA4,7
1/21/1995,PRH,SA1-3,8
1/21/1995,PRH,COW,137
1/21/1995,PRH,PUP,50
1/21/1995,PRH,WNR,4
1/21/1995,PRH,IMM,1
1/25/1995,PRH,BULL-SA4,8
1/25/1995,PRH,SA1-3,12
1/25/1995,PRH,COW,191
1/25/1995,PRH,PUP,97
1/25/1995,PRH,DEADPUP,6
1/25/1995,PRH,WNR,3
1/27/1995,NDB,BULL-SA4,3
1/27/1995,NDB,SA1-3,30
1/27/1995,NDB,COW,11
1/27/1995,NDB,PUP,8
1/27/1995,NDB,DEADPUP,1
1/27/1995,NDB,IMM,2
1/27/1995,PRH,BULL-SA4,9
1/27/1995,PRH,SA1-3,7
1/27/1995,PRH,COW,115
1/27/1995,PRH,PUP,39
1/27/1995,PRH,DEADPUP,5
1/27/1995,PRH,WNR,1
1/31/1995,NDB,BULL-SA4,3
1/31/1995,NDB,SA1-3,33
1/31/1995,NDB,COW,13
1/31/1995,NDB,PUP,10
1/31/1995,NDB,IMM,1
1/31/1995,PRH,BULL-SA4,2
1/31/1995,PRH,SA1-3,6
1/31/1995,PRH,COW,16
1/31/1995,PRH,PUP,2
2/6/1995,NDB,BULL-SA4,3
2/6/1995,NDB,SA1-3,22
2/6/1995,NDB,COW,13
2/6/1995,NDB,PUP,11
2/6/1995,NDB,IMM,1
2/6/1995,PRH,BULL-SA4,9
2/6/1995,PRH,SA1-3,6
2/6/1995,PRH,COW,187
2/6/1995,PRH,PUP,117
2/6/1995,PRH,DEADPUP,4
2/6/1995,SB,BULL-SA4,1
2/6/1995,SB,SA1-3,4
2/6/1995,SB,COW,2
2/6/1995,SB,PUP,2
2/6/1995,SB,WNR,1
2/14/1995,NDB,BULL-SA4,2
2/14/1995,NDB,SA1-3,19
2/14/1995,NDB,COW,9
2/14/1995,NDB,PUP,9
2/14/1995,NDB,DEADPUP,2
2/14/1995,NDB,IMM,1
2/14/1995,PRH,BULL-SA4,7
2/14/1995,PRH,SA1-3,10
2/14/1995,PRH,COW,174
2/14/1995,PRH,PUP,132
2/14/1995,PRH,DEADPUP,2
2/14/1995,PRH,IMM,1
2/14/1995,SB,BULL-SA4,1
2/14/1995,SB,SA1-3,1
2/14/1995,SB,COW,2
2/14/1995,SB,PUP,2
2/23/1995,NDB,BULL-SA4,1
2/23/1995,NDB,SA1-3,9
2/23/1995,NDB,COW,2
2/23/1995,NDB,PUP,2
2/23/1995,NDB,WNR,9
2/23/1995,PRH,BULL-SA4,8
2/23/1995,PRH,SA1-3,26
2/23/1995,PRH,COW,54
2/23/1995,PRH,PUP,106
2/23/1995,PRH,DEADPUP,1
2/24/1995,NDB,BULL-SA4,2
2/24/1995,NDB,SA1-3,9
2/24/1995,NDB,COW,1
2/24/1995,NDB,PUP,11
2/24/1995,NDB,DEADPUP,1
2/24/1995,PRH,BULL-SA4,10
2/24/1995,PRH,SA1-3,27
2/24/1995,PRH,COW,59
2/24/1995,PRH,DEADPUP,46
2/24/1995,PRH,WNR,9
3/1/1995,NDB,SA1-3,6
3/1/1995,NDB,COW,1
3/1/1995,NDB,PUP,1
3/1/1995,NDB,WNR,10
3/1/1995,PRH,BULL-SA4,6
3/1/1995,PRH,SA1-3,8
3/1/1995,PRH,COW,16
3/1/1995,PRH,PUP,9
11/3/1995,PRH,SA1-3,4
11/3/1995,PRH,COW,4
11/3/1995,PRH,IMM,336
11/6/1995,PRH,COW,3
11/6/1995,PRH,IMM,370
12/2/1995,PRH,BULL-SA4,15
12/2/1995,PRH,SA1-3,27
12/2/1995,PRH,COW,4
12/2/1995,PRH,PUP,1
12/2/1995,PRH,IMM,77
12/16/1995,NDB,BULL-SA4,1
12/16/1995,NDB,SA1-3,13
12/16/1995,NDB,IMM,4
12/16/1995,PRH,BULL-SA4,11
12/16/1995,PRH,SA1-3,38
12/16/1995,PRH,COW,2
12/16/1995,PRH,PUP,1
12/16/1995,PRH,IMM,19
12/19/1995,NDB,BULL-SA4,4
12/19/1995,NDB,SA1-3,8
12/19/1995,NDB,IMM,5
12/19/1995,PRH,BULL-SA4,9
12/19/1995,PRH,SA1-3,27
12/19/1995,PRH,COW,7
12/19/1995,PRH,PUP,1
12/19/1995,PRH,IMM,20
12/19/1995,SB,BULL-SA4,1
12/19/1995,SB,SA1-3,1
12/21/1995,NDB,BULL-SA4,6
12/21/1995,NDB,SA1-3,10
12/21/1995,NDB,IMM,4
12/21/1995,PRH,BULL-SA4,6
12/21/1995,PRH,SA1-3,17
12/21/1995,PRH,COW,8
12/21/1995,PRH,PUP,1
12/21/1995,PRH,IMM,16
12/21/1995,SB,BULL-SA4,5
12/21/1995,SB,SA1-3,3
12/21/1995,SB,IMM,1
12/26/1995,NDB,BULL-SA4,6
12/26/1995,NDB,SA1-3,15
12/26/1995,NDB,IMM,4
12/26/1995,PRH,BULL-SA4,10
12/26/1995,PRH,SA1-3,24
12/26/1995,PRH,COW,18
12/26/1995,PRH,PUP,2
12/26/1995,PRH,IMM,7
1/1/1996,NDB,BULL-SA4,7
1/1/1996,NDB,SA1-3,10
1/1/1996,NDB,IMM,7
1/1/1996,PRH,BULL-SA4,18
1/1/1996,PRH,SA1-3,34
1/1/1996,PRH,COW,48
1/1/1996,PRH,PUP,11
1/1/1996,PRH,IMM,22
1/1/1996,SB,BULL-SA4,7
1/1/1996,SB,SA1-3,3
1/3/1996,NDB,BULL-SA4,8
1/3/1996,NDB,SA1-3,10
1/3/1996,NDB,IMM,5
1/3/1996,PRH,BULL-SA4,13
1/3/1996,PRH,SA1-3,17
1/3/1996,PRH,COW,51
1/3/1996,PRH,PUP,20
1/3/1996,PRH,IMM,19
1/5/1996,NDB,BULL-SA4,11
1/5/1996,NDB,SA1-3,9
1/5/1996,NDB,IMM,7
1/5/1996,PRH,BULL-SA4,23
1/5/1996,PRH,SA1-3,27
1/5/1996,PRH,COW,71
1/5/1996,PRH,PUP,27
1/5/1996,PRH,IMM,15
1/8/1996,NDB,BULL-SA4,10
1/8/1996,NDB,SA1-3,9
1/8/1996,NDB,COW,1
1/8/1996,NDB,IMM,4
1/8/1996,PRH,BULL-SA4,11
1/8/1996,PRH,SA1-3,19
1/8/1996,PRH,COW,81
1/8/1996,PRH,PUP,41
1/8/1996,PRH,IMM,18
1/8/1996,SB,BULL-SA4,1
1/8/1996,SB,SA1-3,2
1/8/1996,SB,IMM,1
1/12/1996,NDB,BULL-SA4,4
1/12/1996,NDB,SA1-3,11
1/12/1996,NDB,COW,2
1/12/1996,NDB,PUP,1
1/12/1996,NDB,IMM,2
1/12/1996,PRH,BULL-SA4,35
1/12/1996,PRH,SA1-3,29
1/12/1996,PRH,COW,154
1/12/1996,PRH,PUP,87
1/12/1996,PRH,IMM,21
1/13/1996,NDB,BULL-SA4,11
1/13/1996,NDB,SA1-3,4
1/13/1996,NDB,COW,2
1/13/1996,NDB,PUP,1
1/13/1996,NDB,IMM,2
1/13/1996,PRH,BULL-SA4,19
1/13/1996,PRH,SA1-3,23
1/13/1996,PRH,COW,193
1/13/1996,PRH,PUP,95
1/16/1996,NDB,BULL-SA4,12
1/16/1996,NDB,SA1-3,12
1/16/1996,NDB,COW,3
1/16/1996,NDB,PUP,2
1/16/1996,NDB,IMM,3
1/16/1996,PRH,BULL-SA4,26
1/16/1996,PRH,SA1-3,11
1/16/1996,PRH,COW,158
1/16/1996,PRH,PUP,93
1/16/1996,PRH,IMM,4
1/16/1996,SB,BULL-SA4,3
1/16/1996,SB,COW,1
1/17/1996,NDB,BULL-SA4,12
1/17/1996,NDB,SA1-3,13
1/17/1996,NDB,COW,3
1/17/1996,NDB,PUP,3
1/17/1996,PRH,BULL-SA4,17
1/17/1996,PRH,SA1-3,32
1/17/1996,PRH,COW,179
1/17/1996,PRH,PUP,123
1/17/1996,PRH,IMM,12
1/17/1996,SB,BULL-SA4,4
1/17/1996,SB,COW,2
1/17/1996,SB,PUP,1
1/17/1996,SB,IMM,10
1/25/1996,NDB,BULL-SA4,1
1/25/1996,NDB,SA1-3,12
1/25/1996,NDB,COW,11
1/25/1996,NDB,PUP,8
1/25/1996,PRH,BULL-SA4,31
1/25/1996,PRH,SA1-3,22
1/25/1996,PRH,COW,237
1/25/1996,PRH,PUP,168
1/25/1996,PRH,WNR,5
1/25/1996,PRH,IMM,1
1/25/1996,SB,SA1-3,3
1/28/1996,NDB,BULL-SA4,3
1/28/1996,NDB,SA1-3,17
1/28/1996,NDB,COW,11
1/28/1996,NDB,PUP,9
1/28/1996,NDB,IMM,1
1/28/1996,PRH,BULL-SA4,24
1/28/1996,PRH,SA1-3,35
1/28/1996,PRH,COW,239
1/28/1996,PRH,PUP,213
1/28/1996,PRH,WNR,10
1/28/1996,PRH,IMM,3
2/1/1996,NDB,BULL-SA4,8
2/1/1996,NDB,SA1-3,11
2/1/1996,NDB,COW,11
2/1/1996,NDB,PUP,13
2/1/1996,NDB,IMM,1
2/1/1996,PRH,BULL-SA4,35
2/1/1996,PRH,SA1-3,5
2/1/1996,PRH,COW,208
2/1/1996,PRH,PUP,203
2/1/1996,PRH,WNR,22
2/5/1996,NDB,BULL-SA4,5
2/5/1996,NDB,SA1-3,21
2/5/1996,NDB,COW,10
2/5/1996,NDB,PUP,12
2/5/1996,NDB,WNR,1
2/5/1996,PRH,BULL-SA4,22
2/5/1996,PRH,COW,196
2/5/1996,PRH,PUP,188
2/5/1996,PRH,WNR,38
2/5/1996,PRH,IMM,2
2/28/1996,NDB,BULL-SA4,7
2/28/1996,NDB,WNR,10
2/28/1996,PRH,BULL-SA4,22
2/28/1996,PRH,SA1-3,9
2/28/1996,PRH,COW,31
2/28/1996,PRH,PUP,15
2/28/1996,PRH,WNR,225
12/4/1996,PRH,BULL-SA4,6
12/4/1996,PRH,SA1-3,1
12/4/1996,PRH,COW,1
12/4/1996,PRH,PUP,1
12/4/1996,PRH,IMM,88
12/6/1996,NDB,BULL-SA4,2
12/6/1996,PRH,BULL-SA4,13
12/6/1996,PRH,SA1-3,14
12/6/1996,PRH,COW,12
12/6/1996,PRH,PUP,1
12/6/1996,PRH,IMM,166
12/6/1996,SB,BULL-SA4,3
12/9/1996,NDB,BULL-SA4,2
12/9/1996,NDB,SA1-3,1
12/9/1996,PRH,BULL-SA4,9
12/9/1996,PRH,SA1-3,54
12/9/1996,PRH,COW,3
12/9/1996,PRH,PUP,1
12/9/1996,PRH,IMM,69
12/13/1996,NDB,BULL-SA4,2
12/13/1996,NDB,SA1-3,1
12/13/1996,PRH,BULL-SA4,8
12/13/1996,PRH,SA1-3,14
12/13/1996,PRH,COW,3
12/13/1996,PRH,PUP,2
12/13/1996,PRH,IMM,79
12/13/1996,SB,BULL-SA4,3
12/16/1996,NDB,BULL-SA4,1
12/16/1996,NDB,SA1-3,1
12/16/1996,NDB,COW,1
12/16/1996,PRH,BULL-SA4,13
12/16/1996,PRH,SA1-3,18
12/16/1996,PRH,COW,4
12/16/1996,PRH,PUP,3
12/16/1996,PRH,IMM,90
12/16/1996,SB,BULL-SA4,3
12/16/1996,SB,SA1-3,1
12/19/1996,NDB,BULL-SA4,2
12/19/1996,NDB,COW,1
12/19/1996,PRH,BULL-SA4,33
12/19/1996,PRH,SA1-3,33
12/19/1996,PRH,COW,8
12/19/1996,PRH,PUP,3
12/19/1996,PRH,IMM,69
12/19/1996,SB,BULL-SA4,4
12/23/1996,NDB,BULL-SA4,6
12/23/1996,NDB,SA1-3,2
12/23/1996,NDB,COW,1
12/23/1996,NDB,PUP,1
12/23/1996,NDB,IMM,1
12/23/1996,PRH,BULL-SA4,21
12/23/1996,PRH,SA1-3,34
12/23/1996,PRH,COW,11
12/23/1996,PRH,PUP,3
12/23/1996,PRH,IMM,70
12/23/1996,SB,BULL-SA4,10
12/23/1996,SB,SA1-3,1
12/24/1996,NDB,BULL-SA4,4
12/24/1996,NDB,SA1-3,1
12/24/1996,NDB,COW,1
12/24/1996,NDB,PUP,1
12/24/1996,PRH,BULL-SA4,6
12/24/1996,PRH,COW,10
12/24/1996,PRH,PUP,4
12/24/1996,PRH,IMM,29
12/25/1996,NDB,BULL-SA4,6
12/25/1996,NDB,SA1-3,2
12/25/1996,NDB,COW,1
12/25/1996,NDB,PUP,1
12/25/1996,PRH,BULL-SA4,13
12/25/1996,PRH,SA1-3,5
12/25/1996,PRH,COW,20
12/25/1996,PRH,PUP,6
12/25/1996,PRH,IMM,22
12/28/1996,NDB,BULL-SA4,9
12/28/1996,NDB,SA1-3,1
12/28/1996,NDB,COW,1
12/28/1996,NDB,PUP,1
12/28/1996,NDB,IMM,2
12/28/1996,PRH,BULL-SA4,24
12/28/1996,PRH,SA1-3,11
12/28/1996,PRH,COW,28
12/28/1996,PRH,PUP,10
12/28/1996,PRH,WNR,1
12/28/1996,PRH,IMM,13
12/28/1996,SB,BULL-SA4,9
12/28/1996,SB,COW,1
1/2/1997,NDB,BULL-SA4,13
1/2/1997,NDB,SA1-3,8
1/2/1997,NDB,COW,1
1/2/1997,NDB,PUP,1
1/2/1997,PRH,BULL-SA4,17
1/2/1997,PRH,SA1-3,14
1/2/1997,PRH,COW,43
1/2/1997,PRH,PUP,25
1/2/1997,PRH,WNR,1
1/2/1997,PRH,IMM,9
1/3/1997,NDB,BULL-SA4,19
1/3/1997,NDB,SA1-3,14
1/3/1997,NDB,COW,1
1/3/1997,NDB,PUP,1
1/3/1997,NDB,IMM,7
1/3/1997,PRH,BULL-SA4,18
1/3/1997,PRH,SA1-3,25
1/3/1997,PRH,COW,59
1/3/1997,PRH,PUP,25
1/3/1997,PRH,WNR,1
1/3/1997,PRH,IMM,20
1/5/1997,NDB,BULL-SA4,21
1/5/1997,NDB,SA1-3,18
1/5/1997,NDB,COW,1
1/5/1997,NDB,PUP,1
1/5/1997,NDB,IMM,3
1/5/1997,PRH,BULL-SA4,12
1/5/1997,PRH,SA1-3,11
1/5/1997,PRH,COW,72
1/5/1997,PRH,PUP,31
1/5/1997,PRH,DEADPUP,5
1/5/1997,PRH,WNR,2
1/5/1997,PRH,IMM,10
1/6/1997,NDB,BULL-SA4,3
1/6/1997,NDB,SA1-3,27
1/6/1997,NDB,COW,1
1/6/1997,NDB,PUP,1
1/6/1997,NDB,IMM,5
1/6/1997,PRH,BULL-SA4,20
1/6/1997,PRH,SA1-3,17
1/6/1997,PRH,COW,92
1/6/1997,PRH,PUP,33
1/6/1997,PRH,WNR,1
1/6/1997,PRH,IMM,24
1/7/1997,NDB,BULL-SA4,7
1/7/1997,NDB,SA1-3,21
1/7/1997,NDB,COW,2
1/7/1997,NDB,PUP,1
1/7/1997,NDB,IMM,7
1/7/1997,PRH,BULL-SA4,7
1/7/1997,PRH,SA1-3,8
1/7/1997,PRH,COW,101
1/7/1997,PRH,PUP,34
1/7/1997,PRH,WNR,1
1/7/1997,PRH,IMM,19
1/8/1997,NDB,BULL-SA4,8
1/8/1997,NDB,SA1-3,22
1/8/1997,NDB,COW,3
1/8/1997,NDB,PUP,1
1/8/1997,NDB,IMM,7
1/8/1997,PRH,BULL-SA4,14
1/8/1997,PRH,SA1-3,9
1/8/1997,PRH,COW,113
1/8/1997,PRH,PUP,51
1/8/1997,PRH,WNR,1
1/8/1997,PRH,IMM,24
1/9/1997,NDB,BULL-SA4,11
1/9/1997,NDB,SA1-3,13
1/9/1997,NDB,COW,3
1/9/1997,NDB,PUP,1
1/9/1997,NDB,IMM,7
1/9/1997,PRH,BULL-SA4,6
1/9/1997,PRH,SA1-3,9
1/9/1997,PRH,COW,128
1/9/1997,PRH,PUP,63
1/9/1997,PRH,WNR,1
1/9/1997,PRH,IMM,14
1/9/1997,SB,COW,1
1/9/1997,SB,PUP,1
1/14/1997,NDB,BULL-SA4,11
1/14/1997,NDB,SA1-3,12
1/14/1997,NDB,COW,2
1/14/1997,NDB,PUP,2
1/14/1997,NDB,WNR,1
1/14/1997,PRH,BULL-SA4,14
1/14/1997,PRH,SA1-3,18
1/14/1997,PRH,COW,179
1/14/1997,PRH,PUP,93
1/14/1997,PRH,DEADPUP,1
1/14/1997,PRH,WNR,2
1/14/1997,PRH,IMM,11
1/18/1997,NDB,BULL-SA4,8
1/18/1997,NDB,SA1-3,11
1/18/1997,NDB,COW,3
1/18/1997,NDB,PUP,2
1/18/1997,NDB,WNR,1
1/18/1997,PRH,BULL-SA4,13
1/18/1997,PRH,SA1-3,17
1/18/1997,PRH,COW,212
1/18/1997,PRH,PUP,131
1/18/1997,PRH,DEADPUP,28
1/18/1997,PRH,WNR,4
1/18/1997,PRH,IMM,11
1/27/1997,NDB,BULL-SA4,9
1/27/1997,NDB,SA1-3,10
1/27/1997,NDB,COW,8
1/27/1997,NDB,PUP,4
1/27/1997,NDB,WNR,1
1/27/1997,PRH,BULL-SA4,21
1/27/1997,PRH,SA1-3,7
1/27/1997,PRH,COW,297
1/27/1997,PRH,PUP,225
1/27/1997,PRH,DEADPUP,6
1/27/1997,PRH,WNR,17
1/27/1997,PRH,IMM,4
1/27/1997,SB,BULL-SA4,9
1/27/1997,SB,SA1-3,5
1/27/1997,SB,COW,1
1/27/1997,SB,PUP,1
1/27/1997,SB,WNR,1
1/28/1997,NDB,BULL-SA4,11
1/28/1997,NDB,SA1-3,11
1/28/1997,NDB,COW,8
1/28/1997,NDB,PUP,6
1/28/1997,NDB,WNR,1
1/28/1997,PRH,BULL-SA4,20
1/28/1997,PRH,SA1-3,7
1/28/1997,PRH,COW,301
1/28/1997,PRH,PUP,208
1/28/1997,PRH,DEADPUP,7
1/28/1997,PRH,WNR,15
1/28/1997,PRH,IMM,3
1/31/1997,NDB,BULL-SA4,7
1/31/1997,NDB,SA1-3,7
1/31/1997,NDB,COW,10
1/31/1997,NDB,PUP,7
1/31/1997,NDB,WNR,1
1/31/1997,NDB,IMM,1
1/31/1997,PRH,BULL-SA4,23
1/31/1997,PRH,SA1-3,11
1/31/1997,PRH,COW,304
1/31/1997,PRH,PUP,224
1/31/1997,PRH,DEADPUP,2
1/31/1997,PRH,WNR,26
1/31/1997,SB,BULL-SA4,1
1/31/1997,SB,SA1-3,14
1/31/1997,SB,COW,1
1/31/1997,SB,PUP,1
1/31/1997,SB,WNR,1
2/1/1997,NDB,BULL-SA4,4
2/1/1997,NDB,SA1-3,9
2/1/1997,NDB,COW,10
2/1/1997,NDB,PUP,7
2/1/1997,NDB,WNR,1
2/1/1997,PRH,BULL-SA4,31
2/1/1997,PRH,SA1-3,9
2/1/1997,PRH,COW,284
2/1/1997,PRH,PUP,218
2/1/1997,PRH,DEADPUP,10
2/1/1997,PRH,WNR,19
2/1/1997,PRH,IMM,2
2/9/1997,NDB,BULL-SA4,9
2/9/1997,NDB,SA1-3,9
2/9/1997,NDB,COW,10
2/9/1997,NDB,PUP,9
2/9/1997,NDB,WNR,3
2/9/1997,PRH,BULL-SA4,28
2/9/1997,PRH,SA1-3,5
2/9/1997,PRH,COW,229
2/9/1997,PRH,PUP,229
2/9/1997,PRH,DEADPUP,3
2/9/1997,PRH,WNR,55
2/9/1997,SB,BULL-SA4,5
2/9/1997,SB,SA1-3,6
2/9/1997,SB,PUP,1
2/9/1997,SB,WNR,1
2/13/1997,NDB,BULL-SA4,6
2/13/1997,NDB,SA1-3,14
2/13/1997,NDB,COW,10
2/13/1997,NDB,PUP,9
2/13/1997,NDB,WNR,3
2/13/1997,PRH,BULL-SA4,14
2/13/1997,PRH,SA1-3,12
2/13/1997,PRH,COW,159
2/13/1997,PRH,PUP,117
2/13/1997,PRH,DEADPUP,4
2/13/1997,PRH,WNR,86
2/13/1997,SB,BULL-SA4,4
2/13/1997,SB,SA1-3,6
2/13/1997,SB,WNR,1
2/22/1997,NDB,BULL-SA4,3
2/22/1997,NDB,SA1-3,6
2/22/1997,NDB,COW,8
2/22/1997,NDB,PUP,8
2/22/1997,NDB,WNR,4
2/22/1997,PRH,BULL-SA4,17
2/22/1997,PRH,SA1-3,6
2/22/1997,PRH,COW,69
2/22/1997,PRH,PUP,61
2/22/1997,PRH,WNR,173
3/2/1997,NDB,BULL-SA4,7
3/2/1997,NDB,SA1-3,10
3/2/1997,NDB,COW,2
3/2/1997,NDB,PUP,2
3/2/1997,NDB,WNR,9
3/2/1997,PRH,BULL-SA4,12
3/2/1997,PRH,SA1-3,2
3/2/1997,PRH,COW,4
3/2/1997,PRH,PUP,4
3/2/1997,PRH,WNR,200
3/2/1997,SB,BULL-SA4,4
3/2/1997,SB,SA1-3,8
3/7/1997,NDB,BULL-SA4,5
3/7/1997,NDB,SA1-3,11
3/7/1997,NDB,WNR,13
3/7/1997,PRH,BULL-SA4,11
3/7/1997,PRH,SA1-3,2
3/7/1997,PRH,COW,3
3/7/1997,PRH,WNR,180
11/13/1997,PRH,IMM,336
11/18/1997,PRH,IMM,94
11/20/1997,PRH,IMM,168
11/21/1997,PRH,SA1-3,1
11/21/1997,PRH,IMM,177
11/24/1997,PRH,SA1-3,5
11/24/1997,PRH,IMM,178
11/29/1997,PRH,BULL-SA4,2
11/29/1997,PRH,SA1-3,4
11/29/1997,PRH,IMM,128
12/2/1997,NDB,BULL-SA4,2
12/2/1997,NDB,IMM,1
12/2/1997,PRH,BULL-SA4,2
12/2/1997,PRH,IMM,135
12/6/1997,NDB,BULL-SA4,1
12/6/1997,NDB,SA1-3,2
12/6/1997,PRH,BULL-SA4,6
12/6/1997,PRH,SA1-3,4
12/6/1997,PRH,IMM,153
12/6/1997,SB,BULL-SA4,2
12/6/1997,SB,SA1-3,1
12/8/1997,NDB,BULL-SA4,2
12/8/1997,NDB,IMM,1
12/8/1997,PRH,BULL-SA4,9
12/8/1997,PRH,SA1-3,24
12/8/1997,PRH,IMM,82
12/8/1997,SB,BULL-SA4,2
12/11/1997,NDB,BULL-SA4,2
12/11/1997,NDB,SA1-3,2
12/11/1997,PRH,BULL-SA4,4
12/11/1997,PRH,SA1-3,20
12/11/1997,PRH,COW,1
12/11/1997,PRH,PUP,1
12/11/1997,PRH,IMM,88
12/11/1997,SB,BULL-SA4,1
12/11/1997,SB,SA1-3,2
12/13/1997,NDB,BULL-SA4,3
12/13/1997,NDB,SA1-3,3
12/13/1997,NDB,IMM,2
12/13/1997,PRH,BULL-SA4,7
12/13/1997,PRH,SA1-3,25
12/13/1997,PRH,COW,8
12/13/1997,PRH,PUP,1
12/13/1997,PRH,IMM,80
12/13/1997,SB,BULL-SA4,3
12/13/1997,SB,SA1-3,2
12/16/1997,NDB,BULL-SA4,4
12/16/1997,NDB,SA1-3,5
12/16/1997,NDB,IMM,2
12/16/1997,PRH,BULL-SA4,7
12/16/1997,PRH,SA1-3,30
12/16/1997,PRH,COW,8
12/16/1997,PRH,PUP,1
12/16/1997,PRH,IMM,28
12/16/1997,SB,BULL-SA4,4
12/16/1997,SB,SA1-3,3
12/18/1997,NDB,BULL-SA4,5
12/18/1997,NDB,SA1-3,5
12/18/1997,NDB,IMM,2
12/18/1997,PRH,BULL-SA4,16
12/18/1997,PRH,SA1-3,65
12/18/1997,PRH,COW,13
12/18/1997,PRH,PUP,2
12/18/1997,PRH,IMM,32
12/18/1997,SB,BULL-SA4,6
12/18/1997,SB,SA1-3,2
12/18/1997,SB,IMM,3
12/20/1997,NDB,BULL-SA4,3
12/20/1997,NDB,SA1-3,3
12/20/1997,PRH,BULL-SA4,7
12/20/1997,PRH,SA1-3,12
12/20/1997,PRH,COW,9
12/20/1997,PRH,PUP,4
12/20/1997,PRH,IMM,48
12/20/1997,SB,BULL-SA4,5
12/20/1997,SB,SA1-3,3
12/22/1997,NDB,BULL-SA4,8
12/22/1997,NDB,SA1-3,6
12/22/1997,NDB,IMM,3
12/22/1997,PRH,BULL-SA4,13
12/22/1997,PRH,SA1-3,54
12/22/1997,PRH,COW,14
12/22/1997,PRH,PUP,5
12/22/1997,PRH,IMM,19
12/22/1997,SB,BULL-SA4,7
12/22/1997,SB,SA1-3,3
12/22/1997,SB,IMM,2
12/26/1997,NDB,BULL-SA4,2
12/26/1997,NDB,SA1-3,13
12/26/1997,NDB,IMM,2
12/26/1997,PRH,BULL-SA4,11
12/26/1997,PRH,SA1-3,43
12/26/1997,PRH,COW,23
12/26/1997,PRH,PUP,10
12/26/1997,PRH,IMM,25
12/26/1997,SB,SA1-3,12
12/27/1997,NDB,BULL-SA4,10
12/27/1997,NDB,SA1-3,3
12/27/1997,NDB,IMM,1
12/27/1997,PRH,BULL-SA4,14
12/27/1997,PRH,SA1-3,53
12/27/1997,PRH,COW,20
12/27/1997,PRH,PUP,12
12/27/1997,PRH,IMM,21
12/27/1997,SB,BULL-SA4,7
12/27/1997,SB,SA1-3,2
12/27/1997,SB,IMM,1
12/28/1997,NDB,BULL-SA4,6
12/28/1997,NDB,SA1-3,9
12/28/1997,PRH,BULL-SA4,8
12/28/1997,PRH,SA1-3,53
12/28/1997,PRH,COW,25
12/28/1997,PRH,PUP,13
12/28/1997,PRH,IMM,22
12/28/1997,SB,BULL-SA4,4
12/28/1997,SB,SA1-3,8
12/28/1997,SB,COW,1
12/28/1997,SB,IMM,2
12/30/1997,NDB,BULL-SA4,7
12/30/1997,NDB,SA1-3,6
12/30/1997,NDB,COW,1
12/30/1997,NDB,IMM,4
12/30/1997,PRH,BULL-SA4,7
12/30/1997,PRH,SA1-3,15
12/30/1997,PRH,COW,25
12/30/1997,PRH,PUP,12
12/30/1997,PRH,IMM,4
12/30/1997,SB,SA1-3,16
12/30/1997,SB,COW,1
12/30/1997,SB,PUP,1
1/4/1998,NDB,BULL-SA4,10
1/4/1998,NDB,SA1-3,4
1/4/1998,NDB,COW,1
1/4/1998,NDB,PUP,1
1/4/1998,NDB,IMM,10
1/4/1998,PRH,BULL-SA4,17
1/4/1998,PRH,SA1-3,8
1/4/1998,PRH,COW,61
1/4/1998,PRH,PUP,24
1/4/1998,PRH,WNR,1
