Date,Location,Age,Count
3/2/2005,Drakes Beach,WNR,118
3/2/2005,PR Headlands,BULL-SA4,13
3/2/2005,PR Headlands,SA1-3,23
3/2/2005,PR Headlands,COW,5
3/2/2005,PR Headlands,PUP,5
3/2/2005,PR Headlands,DEADPUP,3
3/2/2005,PR Headlands,WNR,281
3/2/2005,PR Headlands,IMM,3
3/2/2005,South Beach,BULL-SA4,9
3/2/2005,South Beach,SA1-3,16
3/2/2005,South Beach,COW,1
3/2/2005,South Beach,WNR,27
3/2/2005,South Beach,IMM,1
3/16/2005,Drakes Beach,BULL-SA4,2
3/16/2005,Drakes Beach,SA1-3,7
3/16/2005,Drakes Beach,COW,3
3/16/2005,Drakes Beach,WNR,135
3/16/2005,Drakes Beach,IMM,7
3/16/2005,PR Headlands,BULL-SA4,6
3/16/2005,PR Headlands,SA1-3,12
3/16/2005,PR Headlands,COW,9
3/16/2005,PR Headlands,PUP,1
3/16/2005,PR Headlands,WNR,257
3/16/2005,PR Headlands,IMM,38
3/16/2005,South Beach,BULL-SA4,2
3/16/2005,South Beach,SA1-3,6
3/16/2005,South Beach,COW,1
3/16/2005,South Beach,WNR,25
3/16/2005,South Beach,IMM,1
3/23/2005,Drakes Beach,SA1-3,1
3/23/2005,Drakes Beach,WNR,133
3/23/2005,Drakes Beach,IMM,77
3/23/2005,PR Headlands,BULL-SA4,2
3/23/2005,PR Headlands,SA1-3,3
3/23/2005,PR Headlands,COW,3
3/23/2005,PR Headlands,WNR,267
3/23/2005,PR Headlands,IMM,120
3/23/2005,South Beach,WNR,21
3/23/2005,South Beach,IMM,7
3/30/2005,Drakes Beach,WNR,63
3/30/2005,Drakes Beach,IMM,42
3/30/2005,Drakes Beach,YRLNG,14
3/30/2005,PR Headlands,BULL-SA4,1
3/30/2005,PR Headlands,SA1-3,2
3/30/2005,PR Headlands,WNR,225
3/30/2005,PR Headlands,IMM,365
3/30/2005,PR Headlands,YRLNG,63
3/30/2005,South Beach,WNR,24
3/30/2005,South Beach,IMM,3
12/13/2005,Drakes Beach,BULL-SA4,1
12/13/2005,Drakes Beach,SA1-3,2
12/13/2005,Drakes Beach,YRLNG,3
12/13/2005,PR Headlands,BULL-SA4,9
12/13/2005,PR Headlands,SA1-3,47
12/13/2005,PR Headlands,COW,4
12/13/2005,PR Headlands,IMM,62
12/13/2005,PR Headlands,YRLNG,40
12/13/2005,South Beach,BULL-SA4,1
12/13/2005,South Beach,SA1-3,1
12/16/2005,Drakes Beach,BULL-SA4,2
12/16/2005,Drakes Beach,SA1-3,5
12/16/2005,Drakes Beach,IMM,2
12/16/2005,PR Headlands,BULL-SA4,13
12/16/2005,PR Headlands,SA1-3,33
12/16/2005,PR Headlands,COW,15
12/16/2005,PR Headlands,PUP,3
12/16/2005,PR Headlands,IMM,118
12/16/2005,PR Headlands,YRLNG,53
12/16/2005,South Beach,BULL-SA4,2
12/16/2005,South Beach,SA1-3,3
12/16/2005,South Beach,IMM,1
12/28/2005,Drakes Beach,BULL-SA4,18
12/28/2005,Drakes Beach,SA1-3,55
12/28/2005,Drakes Beach,COW,22
12/28/2005,Drakes Beach,PUP,5
12/28/2005,Drakes Beach,IMM,5
12/28/2005,Drakes Beach,YRLNG,16
12/28/2005,PR Headlands,BULL-SA4,10
12/28/2005,PR Headlands,SA1-3,44
12/28/2005,PR Headlands,COW,27
12/28/2005,PR Headlands,PUP,7
12/28/2005,PR Headlands,IMM,13
12/28/2005,South Beach,BULL-SA4,11
12/28/2005,South Beach,SA1-3,28
12/28/2005,South Beach,COW,3
1/4/2006,Drakes Beach,BULL-SA4,13
1/4/2006,Drakes Beach,SA1-3,49
1/4/2006,Drakes Beach,COW,47
1/4/2006,Drakes Beach,PUP,23
1/4/2006,Drakes Beach,IMM,1
1/4/2006,Drakes Beach,YRLNG,20
1/4/2006,PR Headlands,BULL-SA4,4
1/4/2006,PR Headlands,SA1-3,3
1/4/2006,PR Headlands,COW,30
1/4/2006,PR Headlands,PUP,7
1/4/2006,South Beach,BULL-SA4,8
1/4/2006,South Beach,SA1-3,39
1/4/2006,South Beach,COW,8
1/4/2006,South Beach,PUP,6
1/4/2006,South Beach,YRLNG,4
1/6/2006,Drakes Beach,BULL-SA4,11
1/6/2006,Drakes Beach,SA1-3,66
1/6/2006,Drakes Beach,COW,68
1/6/2006,Drakes Beach,PUP,28
1/6/2006,Drakes Beach,IMM,20
1/6/2006,Drakes Beach,YRLNG,21
1/6/2006,PR Headlands,BULL-SA4,9
1/6/2006,PR Headlands,SA1-3,9
1/6/2006,PR Headlands,COW,98
1/6/2006,PR Headlands,PUP,11
1/6/2006,PR Headlands,YRLNG,2
1/6/2006,South Beach,BULL-SA4,19
1/6/2006,South Beach,SA1-3,29
1/6/2006,South Beach,COW,11
1/6/2006,South Beach,PUP,9
1/6/2006,South Beach,IMM,1
1/6/2006,South Beach,YRLNG,4
1/9/2006,Drakes Beach,BULL-SA4,14
1/9/2006,Drakes Beach,SA1-3,74
1/9/2006,Drakes Beach,COW,116
1/9/2006,Drakes Beach,PUP,52
1/9/2006,Drakes Beach,IMM,2
1/9/2006,Drakes Beach,YRLNG,17
1/9/2006,PR Headlands,BULL-SA4,7
1/9/2006,PR Headlands,SA1-3,15
1/9/2006,PR Headlands,COW,137
1/9/2006,PR Headlands,PUP,32
1/9/2006,PR Headlands,IMM,2
1/9/2006,PR Headlands,YRLNG,4
1/9/2006,South Beach,BULL-SA4,10
1/9/2006,South Beach,SA1-3,25
1/9/2006,South Beach,COW,12
1/9/2006,South Beach,PUP,7
1/9/2006,South Beach,YRLNG,1
1/13/2006,Drakes Beach,BULL-SA4,12
1/13/2006,Drakes Beach,SA1-3,69
1/13/2006,Drakes Beach,COW,133
1/13/2006,Drakes Beach,PUP,68
1/13/2006,Drakes Beach,DEADPUP,1
1/13/2006,Drakes Beach,IMM,5
1/13/2006,Drakes Beach,YRLNG,22
1/13/2006,PR Headlands,BULL-SA4,15
1/13/2006,PR Headlands,SA1-3,19
1/13/2006,PR Headlands,COW,230
1/13/2006,PR Headlands,PUP,71
1/13/2006,PR Headlands,DEADPUP,2
1/13/2006,PR Headlands,WNR,4
1/13/2006,South Beach,BULL-SA4,24
1/13/2006,South Beach,SA1-3,35
1/13/2006,South Beach,COW,18
1/13/2006,South Beach,PUP,16
1/13/2006,South Beach,YRLNG,2
1/17/2006,Drakes Beach,BULL-SA4,15
1/17/2006,Drakes Beach,SA1-3,61
1/17/2006,Drakes Beach,COW,188
1/17/2006,Drakes Beach,PUP,97
1/17/2006,Drakes Beach,DEADPUP,5
1/17/2006,Drakes Beach,YRLNG,10
1/17/2006,PR Headlands,BULL-SA4,14
1/17/2006,PR Headlands,SA1-3,8
1/17/2006,PR Headlands,COW,300
1/17/2006,PR Headlands,PUP,138
1/17/2006,PR Headlands,DEADPUP,7
1/17/2006,PR Headlands,WNR,3
1/17/2006,PR Headlands,IMM,1
1/17/2006,South Beach,BULL-SA4,16
1/17/2006,South Beach,SA1-3,27
1/17/2006,South Beach,COW,23
1/17/2006,South Beach,PUP,18
1/17/2006,South Beach,IMM,1
1/17/2006,South Beach,YRLNG,2
1/20/2006,Drakes Beach,BULL-SA4,24
1/20/2006,Drakes Beach,SA1-3,60
1/20/2006,Drakes Beach,COW,209
1/20/2006,Drakes Beach,PUP,131
1/20/2006,Drakes Beach,DEADPUP,3
1/20/2006,Drakes Beach,YRLNG,2
1/20/2006,PR Headlands,BULL-SA4,12
1/20/2006,PR Headlands,SA1-3,16
1/20/2006,PR Headlands,COW,318
1/20/2006,PR Headlands,PUP,164
1/20/2006,PR Headlands,WNR,6
1/20/2006,PR Headlands,YRLNG,1
1/20/2006,South Beach,BULL-SA4,13
1/20/2006,South Beach,SA1-3,29
1/20/2006,South Beach,COW,24
1/20/2006,South Beach,PUP,17
1/20/2006,South Beach,YRLNG,1
1/24/2006,Drakes Beach,BULL-SA4,21
1/24/2006,Drakes Beach,SA1-3,51
1/24/2006,Drakes Beach,COW,215
1/24/2006,Drakes Beach,PUP,126
1/24/2006,Drakes Beach,DEADPUP,6
1/24/2006,Drakes Beach,WNR,1
1/24/2006,Drakes Beach,YRLNG,5
1/24/2006,PR Headlands,BULL-SA4,10
1/24/2006,PR Headlands,SA1-3,19
1/24/2006,PR Headlands,COW,386
1/24/2006,PR Headlands,PUP,227
1/24/2006,PR Headlands,DEADPUP,2
1/24/2006,PR Headlands,WNR,7
1/24/2006,South Beach,BULL-SA4,7
1/24/2006,South Beach,SA1-3,20
1/24/2006,South Beach,COW,30
1/24/2006,South Beach,PUP,21
1/27/2006,Drakes Beach,BULL-SA4,16
1/27/2006,Drakes Beach,SA1-3,37
1/27/2006,Drakes Beach,COW,203
1/27/2006,Drakes Beach,PUP,154
1/27/2006,Drakes Beach,DEADPUP,4
1/27/2006,Drakes Beach,WNR,6
1/27/2006,Drakes Beach,YRLNG,1
1/27/2006,PR Headlands,BULL-SA4,26
1/27/2006,PR Headlands,SA1-3,20
1/27/2006,PR Headlands,COW,413
1/27/2006,PR Headlands,PUP,303
1/27/2006,PR Headlands,DEADPUP,1
1/27/2006,PR Headlands,WNR,5
1/27/2006,South Beach,BULL-SA4,18
1/27/2006,South Beach,SA1-3,19
1/27/2006,South Beach,COW,29
1/27/2006,South Beach,PUP,29
1/27/2006,South Beach,WNR,1
1/27/2006,South Beach,IMM,2
1/27/2006,South Beach,YRLNG,1
1/31/2006,Drakes Beach,BULL-SA4,18
1/31/2006,Drakes Beach,SA1-3,31
1/31/2006,Drakes Beach,COW,223
1/31/2006,Drakes Beach,PUP,165
1/31/2006,Drakes Beach,DEADPUP,4
1/31/2006,Drakes Beach,WNR,21
1/31/2006,Drakes Beach,YRLNG,1
1/31/2006,PR Headlands,BULL-SA4,19
1/31/2006,PR Headlands,SA1-3,5
1/31/2006,PR Headlands,COW,379
1/31/2006,PR Headlands,PUP,260
1/31/2006,PR Headlands,DEADPUP,11
1/31/2006,PR Headlands,WNR,8
1/31/2006,PR Headlands,YRLNG,1
1/31/2006,South Beach,BULL-SA4,13
1/31/2006,South Beach,SA1-3,26
1/31/2006,South Beach,COW,23
1/31/2006,South Beach,PUP,22
1/31/2006,South Beach,WNR,5
1/31/2006,South Beach,YRLNG,1
2/3/2006,Drakes Beach,BULL-SA4,27
2/3/2006,Drakes Beach,SA1-3,9
2/3/2006,Drakes Beach,COW,198
2/3/2006,Drakes Beach,PUP,180
2/3/2006,Drakes Beach,DEADPUP,3
2/3/2006,Drakes Beach,WNR,36
2/3/2006,Drakes Beach,IMM,1
2/3/2006,Drakes Beach,YRLNG,2
2/3/2006,PR Headlands,BULL-SA4,28
2/3/2006,PR Headlands,SA1-3,10
2/3/2006,PR Headlands,COW,412
2/3/2006,PR Headlands,PUP,253
2/3/2006,PR Headlands,DEADPUP,8
2/3/2006,PR Headlands,WNR,21
2/3/2006,PR Headlands,YRLNG,1
2/3/2006,South Beach,BULL-SA4,8
2/3/2006,South Beach,SA1-3,22
2/3/2006,South Beach,COW,21
2/3/2006,South Beach,PUP,21
2/3/2006,South Beach,WNR,10
2/7/2006,Drakes Beach,BULL-SA4,12
2/7/2006,Drakes Beach,SA1-3,31
2/7/2006,Drakes Beach,COW,150
2/7/2006,Drakes Beach,PUP,132
2/7/2006,Drakes Beach,DEADPUP,4
2/7/2006,Drakes Beach,WNR,59
2/7/2006,Drakes Beach,YRLNG,3
2/7/2006,PR Headlands,BULL-SA4,35
2/7/2006,PR Headlands,SA1-3,21
2/7/2006,PR Headlands,COW,327
2/7/2006,PR Headlands,PUP,260
2/7/2006,PR Headlands,DEADPUP,7
2/7/2006,PR Headlands,WNR,43
2/7/2006,PR Headlands,YRLNG,1
2/7/2006,South Beach,BULL-SA4,7
2/7/2006,South Beach,SA1-3,25
2/7/2006,South Beach,COW,18
2/7/2006,South Beach,PUP,19
2/7/2006,South Beach,WNR,13
2/13/2006,Drakes Beach,BULL-SA4,23
2/13/2006,Drakes Beach,SA1-3,13
2/13/2006,Drakes Beach,COW,78
2/13/2006,Drakes Beach,PUP,74
2/13/2006,Drakes Beach,DEADPUP,5
2/13/2006,Drakes Beach,WNR,114
2/13/2006,Drakes Beach,YRLNG,4
2/13/2006,PR Headlands,BULL-SA4,22
2/13/2006,PR Headlands,SA1-3,19
2/13/2006,PR Headlands,COW,213
2/13/2006,PR Headlands,PUP,228
2/13/2006,PR Headlands,DEADPUP,5
2/13/2006,PR Headlands,WNR,71
2/13/2006,PR Headlands,YRLNG,2
2/13/2006,South Beach,BULL-SA4,9
2/13/2006,South Beach,SA1-3,15
2/13/2006,South Beach,COW,18
2/13/2006,South Beach,PUP,16
2/13/2006,South Beach,DEADPUP,1
2/13/2006,South Beach,WNR,22
2/16/2006,Drakes Beach,BULL-SA4,26
2/16/2006,Drakes Beach,SA1-3,9
2/16/2006,Drakes Beach,COW,66
2/16/2006,Drakes Beach,PUP,57
2/16/2006,Drakes Beach,DEADPUP,4
2/16/2006,Drakes Beach,WNR,138
2/16/2006,Drakes Beach,YRLNG,1
2/16/2006,PR Headlands,BULL-SA4,17
2/16/2006,PR Headlands,SA1-3,19
2/16/2006,PR Headlands,COW,143
2/16/2006,PR Headlands,PUP,148
2/16/2006,PR Headlands,DEADPUP,7
2/16/2006,PR Headlands,WNR,175
2/16/2006,South Beach,BULL-SA4,4
2/16/2006,South Beach,SA1-3,10
2/16/2006,South Beach,COW,11
2/16/2006,South Beach,PUP,11
2/16/2006,South Beach,WNR,13
2/21/2006,Drakes Beach,BULL-SA4,25
2/21/2006,Drakes Beach,SA1-3,19
2/21/2006,Drakes Beach,COW,30
2/21/2006,Drakes Beach,PUP,27
2/21/2006,Drakes Beach,DEADPUP,4
2/21/2006,Drakes Beach,WNR,172
2/21/2006,Drakes Beach,YRLNG,1
2/21/2006,PR Headlands,BULL-SA4,31
2/21/2006,PR Headlands,SA1-3,30
2/21/2006,PR Headlands,COW,69
2/21/2006,PR Headlands,PUP,78
2/21/2006,PR Headlands,DEADPUP,7
2/21/2006,PR Headlands,WNR,267
2/21/2006,South Beach,BULL-SA4,10
2/21/2006,South Beach,SA1-3,10
2/21/2006,South Beach,COW,4
2/21/2006,South Beach,PUP,4
2/21/2006,South Beach,WNR,26
2/24/2006,Drakes Beach,BULL-SA4,19
2/24/2006,Drakes Beach,SA1-3,23
2/24/2006,Drakes Beach,COW,24
2/24/2006,Drakes Beach,PUP,23
2/24/2006,Drakes Beach,WNR,174
2/24/2006,PR Headlands,BULL-SA4,45
2/24/2006,PR Headlands,SA1-3,21
2/24/2006,PR Headlands,COW,48
2/24/2006,PR Headlands,PUP,43
2/24/2006,PR Headlands,DEADPUP,8
2/24/2006,PR Headlands,WNR,287
2/24/2006,PR Headlands,IMM,1
2/24/2006,South Beach,BULL-SA4,13
2/24/2006,South Beach,SA1-3,7
2/24/2006,South Beach,COW,3
2/24/2006,South Beach,PUP,3
2/24/2006,South Beach,DEADPUP,1
2/24/2006,South Beach,WNR,27
2/24/2006,South Beach,YRLNG,2
3/1/2006,Drakes Beach,BULL-SA4,16
3/1/2006,Drakes Beach,SA1-3,35
3/1/2006,Drakes Beach,COW,12
3/1/2006,Drakes Beach,PUP,7
3/1/2006,Drakes Beach,DEADPUP,4
3/1/2006,Drakes Beach,WNR,198
3/1/2006,Drakes Beach,YRLNG,1
3/1/2006,PR Headlands,BULL-SA4,15
3/1/2006,PR Headlands,SA1-3,9
3/1/2006,PR Headlands,COW,7
3/1/2006,PR Headlands,PUP,6
3/1/2006,PR Headlands,DEADPUP,5
3/1/2006,PR Headlands,WNR,258
3/1/2006,South Beach,BULL-SA4,15
3/1/2006,South Beach,SA1-3,20
3/1/2006,South Beach,COW,3
3/1/2006,South Beach,PUP,2
3/1/2006,South Beach,WNR,31
3/8/2006,Drakes Beach,BULL-SA4,14
3/8/2006,Drakes Beach,SA1-3,25
3/8/2006,Drakes Beach,DEADPUP,1
3/8/2006,Drakes Beach,WNR,210
3/8/2006,PR Headlands,BULL-SA4,9
3/8/2006,PR Headlands,SA1-3,15
3/8/2006,PR Headlands,COW,8
3/8/2006,PR Headlands,PUP,3
3/8/2006,PR Headlands,DEADPUP,1
3/8/2006,PR Headlands,WNR,205
3/8/2006,South Beach,BULL-SA4,10
3/8/2006,South Beach,SA1-3,22
3/8/2006,South Beach,WNR,31
3/22/2006,Drakes Beach,BULL-SA4,3
3/22/2006,Drakes Beach,SA1-3,4
3/22/2006,Drakes Beach,COW,11
3/22/2006,Drakes Beach,WNR,239
3/22/2006,Drakes Beach,IMM,2
3/22/2006,Drakes Beach,YRLNG,7
3/22/2006,PR Headlands,BULL-SA4,5
3/22/2006,PR Headlands,SA1-3,9
3/22/2006,PR Headlands,COW,2
3/22/2006,PR Headlands,DEADPUP,2
3/22/2006,PR Headlands,WNR,208
3/22/2006,PR Headlands,IMM,105
3/22/2006,PR Headlands,YRLNG,1
3/22/2006,South Beach,WNR,28
11/21/2006,PR Headlands,BULL-SA4,2
11/21/2006,PR Headlands,SA1-3,2
11/21/2006,PR Headlands,COW,10
11/21/2006,PR Headlands,IMM,449
11/29/2006,Drakes Beach,BULL-SA4,1
11/29/2006,Drakes Beach,YRLNG,5
11/29/2006,PR Headlands,BULL-SA4,1
11/29/2006,PR Headlands,SA1-3,5
11/29/2006,PR Headlands,IMM,135
11/29/2006,PR Headlands,YRLNG,106
11/29/2006,South Beach,BULL-SA4,1
11/29/2006,South Beach,SA1-3,1
12/5/2006,Drakes Beach,BULL-SA4,3
12/5/2006,Drakes Beach,SA1-3,1
12/5/2006,Drakes Beach,COW,1
12/5/2006,Drakes Beach,YRLNG,3
12/5/2006,PR Headlands,BULL-SA4,5
12/5/2006,PR Headlands,SA1-3,9
12/5/2006,PR Headlands,COW,8
12/5/2006,PR Headlands,IMM,164
12/5/2006,PR Headlands,YRLNG,129
12/5/2006,South Beach,BULL-SA4,1
12/5/2006,South Beach,SA1-3,1
12/8/2006,Drakes Beach,BULL-SA4,2
12/8/2006,Drakes Beach,SA1-3,2
12/8/2006,PR Headlands,BULL-SA4,6
12/8/2006,PR Headlands,SA1-3,18
12/8/2006,PR Headlands,COW,5
12/8/2006,PR Headlands,IMM,171
12/8/2006,PR Headlands,YRLNG,57
12/8/2006,South Beach,BULL-SA4,3
12/8/2006,South Beach,SA1-3,2
12/15/2006,Drakes Beach,BULL-SA4,11
12/15/2006,Drakes Beach,SA1-3,10
12/15/2006,Drakes Beach,IMM,11
12/15/2006,Drakes Beach,YRLNG,5
12/15/2006,PR Headlands,BULL-SA4,15
12/15/2006,PR Headlands,SA1-3,21
12/15/2006,PR Headlands,COW,3
12/15/2006,PR Headlands,IMM,55
12/15/2006,PR Headlands,YRLNG,40
12/15/2006,South Beach,BULL-SA4,7
12/15/2006,South Beach,SA1-3,8
12/15/2006,South Beach,YRLNG,1
12/19/2006,Drakes Beach,BULL-SA4,6
12/19/2006,Drakes Beach,SA1-3,16
12/19/2006,Drakes Beach,COW,3
12/19/2006,Drakes Beach,IMM,1
12/19/2006,Drakes Beach,YRLNG,29
12/19/2006,PR Headlands,BULL-SA4,12
12/19/2006,PR Headlands,SA1-3,12
12/19/2006,PR Headlands,COW,4
12/19/2006,PR Headlands,PUP,1
12/19/2006,PR Headlands,IMM,52
12/19/2006,PR Headlands,YRLNG,55
12/19/2006,South Beach,BULL-SA4,9
12/19/2006,South Beach,SA1-3,10
12/19/2006,South Beach,COW,1
12/19/2006,South Beach,YRLNG,1
12/24/2006,Drakes Beach,BULL-SA4,9
12/24/2006,Drakes Beach,SA1-3,17
12/24/2006,Drakes Beach,COW,4
12/24/2006,Drakes Beach,PUP,1
12/24/2006,Drakes Beach,IMM,6
12/24/2006,Drakes Beach,YRLNG,29
12/24/2006,PR Headlands,BULL-SA4,10
12/24/2006,PR Headlands,SA1-3,51
12/24/2006,PR Headlands,COW,8
12/24/2006,PR Headlands,DEADPUP,1
12/24/2006,PR Headlands,IMM,4
12/24/2006,PR Headlands,YRLNG,27
12/24/2006,South Beach,BULL-SA4,11
12/24/2006,South Beach,SA1-3,13
12/24/2006,South Beach,COW,1
12/24/2006,South Beach,YRLNG,1
1/2/2007,Drakes Beach,BULL-SA4,11
1/2/2007,Drakes Beach,SA1-3,37
1/2/2007,Drakes Beach,COW,24
1/2/2007,Drakes Beach,PUP,8
1/2/2007,Drakes Beach,IMM,9
1/2/2007,Drakes Beach,YRLNG,10
1/2/2007,PR Headlands,BULL-SA4,14
1/2/2007,PR Headlands,SA1-3,27
1/2/2007,PR Headlands,COW,39
1/2/2007,PR Headlands,PUP,12
1/2/2007,PR Headlands,DEADPUP,1
1/2/2007,PR Headlands,IMM,70
1/2/2007,PR Headlands,YRLNG,17
1/2/2007,South Beach,BULL-SA4,11
1/2/2007,South Beach,SA1-3,21
1/2/2007,South Beach,COW,2
1/2/2007,South Beach,PUP,1
1/2/2007,South Beach,IMM,1
1/2/2007,South Beach,YRLNG,2
1/5/2007,Drakes Beach,BULL-SA4,15
1/5/2007,Drakes Beach,SA1-3,24
1/5/2007,Drakes Beach,COW,50
1/5/2007,Drakes Beach,PUP,16
1/5/2007,Drakes Beach,IMM,4
1/5/2007,Drakes Beach,YRLNG,16
1/5/2007,PR Headlands,BULL-SA4,14
1/5/2007,PR Headlands,SA1-3,17
1/5/2007,PR Headlands,COW,58
1/5/2007,PR Headlands,PUP,20
1/5/2007,PR Headlands,DEADPUP,1
1/5/2007,PR Headlands,IMM,71
1/5/2007,PR Headlands,YRLNG,16
1/5/2007,South Beach,BULL-SA4,19
1/5/2007,South Beach,SA1-3,11
1/5/2007,South Beach,COW,4
1/5/2007,South Beach,PUP,3
1/5/2007,South Beach,YRLNG,2
1/8/2007,Drakes Beach,BULL-SA4,16
1/8/2007,Drakes Beach,SA1-3,22
1/8/2007,Drakes Beach,COW,71
1/8/2007,Drakes Beach,PUP,26
1/8/2007,Drakes Beach,IMM,3
1/8/2007,Drakes Beach,YRLNG,12
1/8/2007,PR Headlands,BULL-SA4,13
1/8/2007,PR Headlands,SA1-3,32
1/8/2007,PR Headlands,COW,83
1/8/2007,PR Headlands,PUP,37
1/8/2007,PR Headlands,IMM,34
1/8/2007,PR Headlands,YRLNG,23
1/8/2007,South Beach,BULL-SA4,11
1/8/2007,South Beach,SA1-3,25
1/8/2007,South Beach,COW,4
1/8/2007,South Beach,PUP,3
1/12/2007,Drakes Beach,BULL-SA4,16
1/12/2007,Drakes Beach,SA1-3,34
1/12/2007,Drakes Beach,COW,123
1/12/2007,Drakes Beach,PUP,49
1/12/2007,Drakes Beach,DEADPUP,3
1/12/2007,Drakes Beach,IMM,1
1/12/2007,Drakes Beach,YRLNG,8
1/12/2007,PR Headlands,BULL-SA4,14
1/12/2007,PR Headlands,SA1-3,65
1/12/2007,PR Headlands,COW,218
1/12/2007,PR Headlands,PUP,89
1/12/2007,PR Headlands,DEADPUP,1
1/12/2007,PR Headlands,IMM,2
1/12/2007,PR Headlands,YRLNG,15
1/12/2007,South Beach,BULL-SA4,26
1/12/2007,South Beach,SA1-3,11
1/12/2007,South Beach,COW,7
1/12/2007,South Beach,PUP,5
1/12/2007,South Beach,YRLNG,2
1/16/2007,Drakes Beach,BULL-SA4,7
1/16/2007,Drakes Beach,SA1-3,49
1/16/2007,Drakes Beach,COW,146
1/16/2007,Drakes Beach,PUP,81
1/16/2007,Drakes Beach,DEADPUP,2
1/16/2007,Drakes Beach,YRLNG,8
1/16/2007,PR Headlands,BULL-SA4,27
1/16/2007,PR Headlands,SA1-3,39
1/16/2007,PR Headlands,COW,270
1/16/2007,PR Headlands,PUP,146
1/16/2007,PR Headlands,WNR,2
1/16/2007,PR Headlands,IMM,3
1/16/2007,PR Headlands,YRLNG,8
1/16/2007,South Beach,BULL-SA4,7
1/16/2007,South Beach,SA1-3,14
1/16/2007,South Beach,COW,10
1/16/2007,South Beach,PUP,6
1/19/2007,Drakes Beach,BULL-SA4,14
1/19/2007,Drakes Beach,SA1-3,26
1/19/2007,Drakes Beach,COW,195
1/19/2007,Drakes Beach,PUP,111
1/19/2007,Drakes Beach,YRLNG,2
1/19/2007,PR Headlands,BULL-SA4,12
1/19/2007,PR Headlands,SA1-3,22
1/19/2007,PR Headlands,COW,299
1/19/2007,PR Headlands,PUP,173
1/19/2007,PR Headlands,DEADPUP,1
1/19/2007,PR Headlands,WNR,1
1/19/2007,PR Headlands,IMM,1
1/19/2007,PR Headlands,YRLNG,7
1/19/2007,South Beach,BULL-SA4,10
1/19/2007,South Beach,SA1-3,19
1/19/2007,South Beach,COW,14
1/19/2007,South Beach,PUP,8
1/22/2007,Drakes Beach,BULL-SA4,24
1/22/2007,Drakes Beach,SA1-3,31
1/22/2007,Drakes Beach,COW,247
1/22/2007,Drakes Beach,PUP,140
1/22/2007,Drakes Beach,DEADPUP,2
1/22/2007,Drakes Beach,WNR,1
1/22/2007,Drakes Beach,YRLNG,3
1/22/2007,PR Headlands,BULL-SA4,21
1/22/2007,PR Headlands,SA1-3,27
1/22/2007,PR Headlands,COW,361
1/22/2007,PR Headlands,PUP,216
1/22/2007,PR Headlands,DEADPUP,6
1/22/2007,PR Headlands,IMM,6
1/22/2007,South Beach,BULL-SA4,9
1/22/2007,South Beach,SA1-3,14
1/22/2007,South Beach,COW,19
1/22/2007,South Beach,PUP,8
1/22/2007,South Beach,DEADPUP,1
1/22/2007,South Beach,IMM,1
1/26/2007,Drakes Beach,BULL-SA4,17
1/26/2007,Drakes Beach,SA1-3,34
1/26/2007,Drakes Beach,COW,251
1/26/2007,Drakes Beach,PUP,198
1/26/2007,Drakes Beach,DEADPUP,2
1/26/2007,Drakes Beach,WNR,2
1/26/2007,Drakes Beach,YRLNG,7
1/26/2007,PR Headlands,BULL-SA4,28
1/26/2007,PR Headlands,SA1-3,40
1/26/2007,PR Headlands,COW,362
1/26/2007,PR Headlands,PUP,274
1/26/2007,PR Headlands,DEADPUP,6
1/26/2007,PR Headlands,WNR,6
1/26/2007,PR Headlands,YRLNG,2
1/26/2007,South Beach,BULL-SA4,10
1/26/2007,South Beach,SA1-3,21
1/26/2007,South Beach,COW,21
1/26/2007,South Beach,PUP,15
1/26/2007,South Beach,DEADPUP,2
1/26/2007,South Beach,WNR,1
1/29/2007,Drakes Beach,BULL-SA4,24
1/29/2007,Drakes Beach,SA1-3,36
1/29/2007,Drakes Beach,COW,272
1/29/2007,Drakes Beach,PUP,202
1/29/2007,Drakes Beach,DEADPUP,3
1/29/2007,Drakes Beach,WNR,5
1/29/2007,Drakes Beach,IMM,1
1/29/2007,Drakes Beach,YRLNG,8
1/29/2007,PR Headlands,BULL-SA4,26
1/29/2007,PR Headlands,SA1-3,32
1/29/2007,PR Headlands,COW,339
1/29/2007,PR Headlands,PUP,255
1/29/2007,PR Headlands,DEADPUP,4
1/29/2007,PR Headlands,WNR,9
1/29/2007,PR Headlands,YRLNG,2
1/29/2007,South Beach,BULL-SA4,9
1/29/2007,South Beach,SA1-3,16
1/29/2007,South Beach,COW,24
1/29/2007,South Beach,PUP,17
1/29/2007,South Beach,DEADPUP,1
1/29/2007,South Beach,WNR,1
2/1/2007,Drakes Beach,BULL-SA4,12
2/1/2007,Drakes Beach,SA1-3,26
2/1/2007,Drakes Beach,COW,255
2/1/2007,Drakes Beach,PUP,178
2/1/2007,Drakes Beach,DEADPUP,1
2/1/2007,Drakes Beach,WNR,24
2/1/2007,Drakes Beach,YRLNG,8
2/1/2007,PR Headlands,BULL-SA4,29
2/1/2007,PR Headlands,SA1-3,16
2/1/2007,PR Headlands,COW,361
2/1/2007,PR Headlands,PUP,289
2/1/2007,PR Headlands,DEADPUP,9
2/1/2007,PR Headlands,WNR,18
2/1/2007,South Beach,BULL-SA4,6
2/1/2007,South Beach,SA1-3,26
2/1/2007,South Beach,COW,21
