Date,Location,Age,Count
2/22/1998,Drakes Beach,IMM,3
2/22/1998,PR Headlands,BULL-SA4,3
2/22/1998,PR Headlands,SA1-3,2
2/22/1998,PR Headlands,COW,43
2/22/1998,PR Headlands,PUP,4
2/22/1998,PR Headlands,WNR,5
2/22/1998,South Beach,BULL-SA4,9
2/22/1998,South Beach,SA1-3,13
2/22/1998,South Beach,COW,8
2/22/1998,South Beach,PUP,6
2/22/1998,South Beach,WNR,6
2/24/1998,Drakes Beach,BULL-SA4,14
2/24/1998,Drakes Beach,SA1-3,13
2/24/1998,Drakes Beach,COW,23
2/24/1998,Drakes Beach,PUP,18
2/24/1998,Drakes Beach,WNR,14
2/24/1998,Drakes Beach,IMM,1
2/24/1998,PR Headlands,BULL-SA4,7
2/24/1998,PR Headlands,SA1-3,4
2/24/1998,PR Headlands,COW,39
2/24/1998,PR Headlands,PUP,7
2/24/1998,PR Headlands,DEADPUP,4
2/24/1998,PR Headlands,WNR,6
2/24/1998,South Beach,BULL-SA4,14
2/24/1998,South Beach,SA1-3,12
2/24/1998,South Beach,COW,5
2/24/1998,South Beach,PUP,4
2/24/1998,South Beach,WNR,9
2/24/1998,South Beach,IMM,1
3/2/1998,Drakes Beach,BULL-SA4,11
3/2/1998,Drakes Beach,SA1-3,8
3/2/1998,Drakes Beach,COW,11
3/2/1998,Drakes Beach,PUP,9
3/2/1998,Drakes Beach,WNR,31
3/2/1998,Drakes Beach,IMM,2
3/2/1998,PR Headlands,BULL-SA4,6
3/2/1998,PR Headlands,SA1-3,2
3/2/1998,PR Headlands,COW,29
3/2/1998,PR Headlands,PUP,10
3/2/1998,PR Headlands,WNR,4
3/2/1998,South Beach,BULL-SA4,6
3/2/1998,South Beach,SA1-3,11
3/2/1998,South Beach,COW,2
3/2/1998,South Beach,PUP,1
3/2/1998,South Beach,WNR,10
3/5/1998,Drakes Beach,BULL-SA4,5
3/5/1998,Drakes Beach,SA1-3,6
3/5/1998,Drakes Beach,COW,9
3/5/1998,Drakes Beach,PUP,9
3/5/1998,Drakes Beach,WNR,24
3/5/1998,Drakes Beach,IMM,1
3/5/1998,PR Headlands,BULL-SA4,9
3/5/1998,PR Headlands,SA1-3,12
3/5/1998,PR Headlands,COW,22
3/5/1998,PR Headlands,PUP,9
3/5/1998,PR Headlands,WNR,8
3/5/1998,South Beach,BULL-SA4,9
3/5/1998,South Beach,SA1-3,5
3/5/1998,South Beach,COW,2
3/5/1998,South Beach,PUP,2
3/5/1998,South Beach,WNR,7
3/9/1998,Drakes Beach,BULL-SA4,5
3/9/1998,Drakes Beach,SA1-3,3
3/9/1998,Drakes Beach,COW,3
3/9/1998,Drakes Beach,PUP,3
3/9/1998,Drakes Beach,WNR,35
3/9/1998,Drakes Beach,IMM,3
3/9/1998,PR Headlands,BULL-SA4,6
3/9/1998,PR Headlands,SA1-3,18
3/9/1998,PR Headlands,COW,17
3/9/1998,PR Headlands,PUP,7
3/9/1998,PR Headlands,WNR,8
3/9/1998,PR Headlands,IMM,4
3/9/1998,South Beach,BULL-SA4,5
3/9/1998,South Beach,SA1-3,4
3/9/1998,South Beach,COW,1
3/9/1998,South Beach,PUP,1
3/9/1998,South Beach,WNR,8
3/9/1998,South Beach,IMM,1
3/11/1998,Drakes Beach,BULL-SA4,5
3/11/1998,Drakes Beach,SA1-3,2
3/11/1998,Drakes Beach,COW,1
3/11/1998,Drakes Beach,PUP,1
3/11/1998,Drakes Beach,WNR,35
3/11/1998,Drakes Beach,IMM,3
3/11/1998,PR Headlands,BULL-SA4,7
3/11/1998,PR Headlands,SA1-3,5
3/11/1998,PR Headlands,COW,7
3/11/1998,PR Headlands,PUP,5
3/11/1998,PR Headlands,WNR,6
3/11/1998,PR Headlands,IMM,2
3/11/1998,South Beach,BULL-SA4,4
3/11/1998,South Beach,SA1-3,5
3/11/1998,South Beach,WNR,5
3/11/1998,South Beach,IMM,1
3/13/1998,Drakes Beach,BULL-SA4,6
3/13/1998,Drakes Beach,SA1-3,6
3/13/1998,Drakes Beach,COW,1
3/13/1998,Drakes Beach,PUP,1
3/13/1998,Drakes Beach,WNR,37
3/13/1998,Drakes Beach,IMM,2
3/13/1998,PR Headlands,BULL-SA4,8
3/13/1998,PR Headlands,SA1-3,5
3/13/1998,PR Headlands,COW,7
3/13/1998,PR Headlands,PUP,5
3/13/1998,PR Headlands,WNR,9
3/13/1998,PR Headlands,IMM,2
3/13/1998,South Beach,BULL-SA4,1
3/13/1998,South Beach,WNR,6
3/15/1998,Drakes Beach,BULL-SA4,4
3/15/1998,Drakes Beach,SA1-3,2
3/15/1998,Drakes Beach,WNR,38
3/15/1998,Drakes Beach,IMM,1
3/15/1998,PR Headlands,BULL-SA4,6
3/15/1998,PR Headlands,SA1-3,3
3/15/1998,PR Headlands,COW,9
3/15/1998,PR Headlands,PUP,5
3/15/1998,PR Headlands,WNR,6
3/15/1998,South Beach,SA1-3,3
3/15/1998,South Beach,WNR,3
3/15/1998,South Beach,IMM,1
11/3/1998,PR Headlands,IMM,256
11/17/1998,PR Headlands,BULL-SA4,2
11/17/1998,PR Headlands,COW,13
11/17/1998,PR Headlands,IMM,211
11/24/1998,PR Headlands,BULL-SA4,2
11/24/1998,PR Headlands,SA1-3,3
11/24/1998,PR Headlands,COW,4
11/24/1998,PR Headlands,IMM,96
12/1/1998,PR Headlands,BULL-SA4,1
12/1/1998,PR Headlands,SA1-3,4
12/1/1998,PR Headlands,COW,4
12/1/1998,PR Headlands,IMM,93
12/1/1998,South Beach,BULL-SA4,1
12/9/1998,Drakes Beach,BULL-SA4,2
12/9/1998,Drakes Beach,YRLNG,1
12/9/1998,PR Headlands,BULL-SA4,2
12/9/1998,PR Headlands,SA1-3,8
12/9/1998,PR Headlands,COW,4
12/9/1998,PR Headlands,IMM,100
12/9/1998,South Beach,BULL-SA4,1
12/10/1998,Drakes Beach,BULL-SA4,2
12/10/1998,PR Headlands,BULL-SA4,5
12/10/1998,PR Headlands,SA1-3,4
12/10/1998,PR Headlands,COW,4
12/10/1998,PR Headlands,IMM,56
12/10/1998,South Beach,BULL-SA4,2
12/11/1998,Drakes Beach,BULL-SA4,2
12/11/1998,Drakes Beach,SA1-3,1
12/11/1998,Drakes Beach,IMM,1
12/11/1998,PR Headlands,BULL-SA4,5
12/11/1998,PR Headlands,SA1-3,9
12/11/1998,PR Headlands,COW,3
12/11/1998,PR Headlands,IMM,58
12/11/1998,South Beach,BULL-SA4,3
12/14/1998,Drakes Beach,BULL-SA4,3
12/14/1998,Drakes Beach,SA1-3,3
12/14/1998,Drakes Beach,IMM,1
12/14/1998,PR Headlands,BULL-SA4,8
12/14/1998,PR Headlands,SA1-3,11
12/14/1998,PR Headlands,COW,8
12/14/1998,PR Headlands,PUP,2
12/14/1998,PR Headlands,IMM,67
12/14/1998,South Beach,BULL-SA4,3
12/14/1998,South Beach,SA1-3,3
12/16/1998,Drakes Beach,BULL-SA4,7
12/16/1998,Drakes Beach,SA1-3,1
12/16/1998,Drakes Beach,IMM,3
12/16/1998,PR Headlands,BULL-SA4,5
12/16/1998,PR Headlands,SA1-3,5
12/16/1998,PR Headlands,COW,5
12/16/1998,PR Headlands,PUP,2
12/16/1998,PR Headlands,IMM,56
12/16/1998,South Beach,BULL-SA4,5
12/16/1998,South Beach,SA1-3,4
12/16/1998,South Beach,IMM,1
12/18/1998,Drakes Beach,BULL-SA4,8
12/18/1998,Drakes Beach,SA1-3,1
12/18/1998,Drakes Beach,IMM,3
12/18/1998,PR Headlands,BULL-SA4,9
12/18/1998,PR Headlands,SA1-3,9
12/18/1998,PR Headlands,COW,3
12/18/1998,PR Headlands,PUP,2
12/18/1998,PR Headlands,IMM,84
12/18/1998,South Beach,BULL-SA4,6
12/18/1998,South Beach,SA1-3,1
12/18/1998,South Beach,IMM,1
12/21/1998,Drakes Beach,BULL-SA4,5
12/21/1998,Drakes Beach,SA1-3,2
12/21/1998,Drakes Beach,IMM,3
12/21/1998,PR Headlands,BULL-SA4,11
12/21/1998,PR Headlands,SA1-3,19
12/21/1998,PR Headlands,COW,8
12/21/1998,PR Headlands,PUP,3
12/21/1998,PR Headlands,IMM,68
12/21/1998,South Beach,BULL-SA4,5
12/21/1998,South Beach,SA1-3,2
12/21/1998,South Beach,IMM,1
12/23/1998,Drakes Beach,BULL-SA4,6
12/23/1998,Drakes Beach,SA1-3,1
12/23/1998,Drakes Beach,IMM,3
12/23/1998,Drakes Beach,YRLNG,3
12/23/1998,PR Headlands,BULL-SA4,6
12/23/1998,PR Headlands,SA1-3,29
12/23/1998,PR Headlands,COW,10
12/23/1998,PR Headlands,PUP,3
12/23/1998,PR Headlands,IMM,55
12/23/1998,PR Headlands,YRLNG,17
12/23/1998,South Beach,BULL-SA4,4
12/23/1998,South Beach,SA1-3,2
12/23/1998,South Beach,IMM,1
12/23/1998,South Beach,YRLNG,1
12/26/1998,Drakes Beach,BULL-SA4,2
12/26/1998,Drakes Beach,SA1-3,1
12/26/1998,Drakes Beach,IMM,2
12/26/1998,PR Headlands,BULL-SA4,12
12/26/1998,PR Headlands,SA1-3,68
12/26/1998,PR Headlands,COW,14
12/26/1998,PR Headlands,PUP,6
12/26/1998,PR Headlands,IMM,10
12/26/1998,South Beach,BULL-SA4,5
12/26/1998,South Beach,SA1-3,2
12/26/1998,South Beach,IMM,1
12/28/1998,Drakes Beach,BULL-SA4,2
12/28/1998,Drakes Beach,SA1-3,2
12/28/1998,Drakes Beach,IMM,2
12/28/1998,PR Headlands,BULL-SA4,13
12/28/1998,PR Headlands,SA1-3,71
12/28/1998,PR Headlands,COW,16
12/28/1998,PR Headlands,PUP,6
12/28/1998,PR Headlands,IMM,16
12/28/1998,South Beach,BULL-SA4,6
12/28/1998,South Beach,SA1-3,2
12/30/1998,Drakes Beach,BULL-SA4,6
12/30/1998,Drakes Beach,SA1-3,2
12/30/1998,Drakes Beach,IMM,2
12/30/1998,PR Headlands,BULL-SA4,12
12/30/1998,PR Headlands,SA1-3,61
12/30/1998,PR Headlands,COW,27
12/30/1998,PR Headlands,PUP,11
12/30/1998,PR Headlands,IMM,30
12/30/1998,South Beach,BULL-SA4,6
12/30/1998,South Beach,SA1-3,7
1/1/1999,Drakes Beach,BULL-SA4,5
1/1/1999,Drakes Beach,SA1-3,4
1/1/1999,Drakes Beach,IMM,1
1/1/1999,PR Headlands,BULL-SA4,8
1/1/1999,PR Headlands,SA1-3,49
1/1/1999,PR Headlands,COW,36
1/1/1999,PR Headlands,PUP,11
1/1/1999,PR Headlands,IMM,22
1/1/1999,PR Headlands,YRLNG,28
1/1/1999,South Beach,BULL-SA4,8
1/1/1999,South Beach,SA1-3,8
1/5/1999,Drakes Beach,BULL-SA4,2
1/5/1999,Drakes Beach,SA1-3,2
1/5/1999,Drakes Beach,YRLNG,2
1/5/1999,PR Headlands,BULL-SA4,13
1/5/1999,PR Headlands,SA1-3,39
1/5/1999,PR Headlands,COW,74
1/5/1999,PR Headlands,PUP,29
1/5/1999,PR Headlands,IMM,5
1/5/1999,PR Headlands,YRLNG,30
1/5/1999,South Beach,BULL-SA4,12
1/5/1999,South Beach,SA1-3,4
1/5/1999,South Beach,YRLNG,1
1/7/1999,Drakes Beach,BULL-SA4,1
1/7/1999,Drakes Beach,SA1-3,2
1/7/1999,Drakes Beach,COW,1
1/7/1999,Drakes Beach,YRLNG,1
1/7/1999,PR Headlands,BULL-SA4,20
1/7/1999,PR Headlands,SA1-3,54
1/7/1999,PR Headlands,COW,105
1/7/1999,PR Headlands,PUP,37
1/7/1999,PR Headlands,DEADPUP,1
1/7/1999,PR Headlands,IMM,4
1/7/1999,PR Headlands,YRLNG,21
1/7/1999,South Beach,BULL-SA4,10
1/7/1999,South Beach,SA1-3,4
1/9/1999,Drakes Beach,BULL-SA4,6
1/9/1999,Drakes Beach,SA1-3,2
1/9/1999,Drakes Beach,COW,4
1/9/1999,Drakes Beach,PUP,1
1/9/1999,Drakes Beach,IMM,1
1/9/1999,Drakes Beach,YRLNG,1
1/9/1999,PR Headlands,BULL-SA4,18
1/9/1999,PR Headlands,SA1-3,48
1/9/1999,PR Headlands,COW,140
1/9/1999,PR Headlands,PUP,60
1/9/1999,PR Headlands,DEADPUP,2
1/9/1999,PR Headlands,WNR,1
1/9/1999,PR Headlands,YRLNG,21
1/9/1999,South Beach,BULL-SA4,10
1/9/1999,South Beach,SA1-3,4
1/9/1999,South Beach,COW,1
1/9/1999,South Beach,YRLNG,1
1/12/1999,Drakes Beach,BULL-SA4,3
1/12/1999,Drakes Beach,SA1-3,8
1/12/1999,Drakes Beach,COW,7
1/12/1999,Drakes Beach,PUP,3
1/12/1999,Drakes Beach,YRLNG,2
1/12/1999,PR Headlands,BULL-SA4,24
1/12/1999,PR Headlands,SA1-3,54
1/12/1999,PR Headlands,COW,203
1/12/1999,PR Headlands,PUP,115
1/12/1999,PR Headlands,IMM,1
1/12/1999,PR Headlands,YRLNG,24
1/12/1999,South Beach,BULL-SA4,10
1/12/1999,South Beach,SA1-3,4
1/12/1999,South Beach,COW,1
1/12/1999,South Beach,IMM,1
1/14/1999,Drakes Beach,BULL-SA4,6
1/14/1999,Drakes Beach,SA1-3,3
1/14/1999,Drakes Beach,COW,9
1/14/1999,Drakes Beach,PUP,4
1/14/1999,Drakes Beach,YRLNG,2
1/14/1999,PR Headlands,BULL-SA4,31
1/14/1999,PR Headlands,SA1-3,34
1/14/1999,PR Headlands,COW,193
1/14/1999,PR Headlands,PUP,120
1/14/1999,PR Headlands,DEADPUP,1
1/14/1999,PR Headlands,WNR,2
1/14/1999,PR Headlands,IMM,5
1/14/1999,PR Headlands,YRLNG,22
1/14/1999,South Beach,BULL-SA4,10
1/14/1999,South Beach,SA1-3,5
1/16/1999,Drakes Beach,BULL-SA4,10
1/16/1999,Drakes Beach,SA1-3,4
1/16/1999,Drakes Beach,COW,10
1/16/1999,Drakes Beach,PUP,5
1/16/1999,Drakes Beach,YRLNG,1
1/16/1999,PR Headlands,BULL-SA4,22
1/16/1999,PR Headlands,SA1-3,36
1/16/1999,PR Headlands,COW,209
1/16/1999,PR Headlands,PUP,122
1/16/1999,PR Headlands,WNR,3
1/16/1999,PR Headlands,IMM,13
1/16/1999,PR Headlands,YRLNG,7
1/16/1999,South Beach,BULL-SA4,12
1/16/1999,South Beach,SA1-3,7
1/16/1999,South Beach,COW,1
1/16/1999,South Beach,PUP,1
1/19/1999,Drakes Beach,BULL-SA4,4
1/19/1999,Drakes Beach,SA1-3,16
1/19/1999,Drakes Beach,COW,11
1/19/1999,Drakes Beach,PUP,7
1/19/1999,Drakes Beach,DEADPUP,1
1/19/1999,PR Headlands,BULL-SA4,15
1/19/1999,PR Headlands,SA1-3,25
1/19/1999,PR Headlands,COW,250
1/19/1999,PR Headlands,PUP,133
1/19/1999,PR Headlands,WNR,2
1/19/1999,South Beach,BULL-SA4,13
1/19/1999,South Beach,SA1-3,8
1/19/1999,South Beach,COW,4
1/19/1999,South Beach,PUP,2
1/19/1999,South Beach,YRLNG,1
1/21/1999,Drakes Beach,BULL-SA4,4
1/21/1999,Drakes Beach,SA1-3,2
1/21/1999,Drakes Beach,COW,19
1/21/1999,Drakes Beach,PUP,11
1/21/1999,Drakes Beach,YRLNG,3
1/21/1999,PR Headlands,BULL-SA4,16
1/21/1999,PR Headlands,SA1-3,17
1/21/1999,PR Headlands,COW,238
1/21/1999,PR Headlands,PUP,152
1/21/1999,PR Headlands,DEADPUP,2
1/21/1999,PR Headlands,WNR,5
1/21/1999,PR Headlands,YRLNG,3
1/21/1999,South Beach,BULL-SA4,14
1/21/1999,South Beach,SA1-3,11
1/21/1999,South Beach,COW,4
1/21/1999,South Beach,PUP,2
1/21/1999,South Beach,YRLNG,1
1/23/1999,Drakes Beach,BULL-SA4,8
1/23/1999,Drakes Beach,SA1-3,6
1/23/1999,Drakes Beach,COW,26
1/23/1999,Drakes Beach,PUP,14
1/23/1999,Drakes Beach,DEADPUP,1
1/23/1999,Drakes Beach,YRLNG,3
1/23/1999,PR Headlands,BULL-SA4,28
1/23/1999,PR Headlands,SA1-3,25
1/23/1999,PR Headlands,COW,309
1/23/1999,PR Headlands,PUP,203
1/23/1999,PR Headlands,DEADPUP,7
1/23/1999,PR Headlands,WNR,5
1/23/1999,PR Headlands,IMM,3
1/23/1999,South Beach,BULL-SA4,17
1/23/1999,South Beach,SA1-3,8
1/23/1999,South Beach,COW,4
1/23/1999,South Beach,PUP,3
1/26/1999,Drakes Beach,BULL-SA4,8
1/26/1999,Drakes Beach,SA1-3,11
1/26/1999,Drakes Beach,COW,31
1/26/1999,Drakes Beach,PUP,18
1/26/1999,Drakes Beach,WNR,1
1/26/1999,Drakes Beach,YRLNG,4
1/26/1999,PR Headlands,BULL-SA4,21
1/26/1999,PR Headlands,SA1-3,25
1/26/1999,PR Headlands,COW,280
1/26/1999,PR Headlands,PUP,212
1/26/1999,PR Headlands,DEADPUP,3
1/26/1999,PR Headlands,WNR,7
1/26/1999,PR Headlands,IMM,1
1/26/1999,PR Headlands,YRLNG,4
1/26/1999,South Beach,BULL-SA4,16
1/26/1999,South Beach,SA1-3,4
1/26/1999,South Beach,COW,5
1/26/1999,South Beach,PUP,4
1/28/1999,Drakes Beach,BULL-SA4,3
1/28/1999,Drakes Beach,SA1-3,9
1/28/1999,Drakes Beach,COW,32
1/28/1999,Drakes Beach,PUP,18
1/28/1999,PR Headlands,BULL-SA4,20
1/28/1999,PR Headlands,SA1-3,19
1/28/1999,PR Headlands,COW,290
1/28/1999,PR Headlands,PUP,218
1/28/1999,PR Headlands,DEADPUP,9
1/28/1999,PR Headlands,WNR,7
1/28/1999,PR Headlands,YRLNG,7
1/28/1999,South Beach,BULL-SA4,12
1/28/1999,South Beach,SA1-3,4
1/28/1999,South Beach,COW,5
1/28/1999,South Beach,PUP,4
1/29/1999,Drakes Beach,BULL-SA4,8
1/29/1999,Drakes Beach,SA1-3,5
1/29/1999,Drakes Beach,COW,42
1/29/1999,Drakes Beach,PUP,28
1/29/1999,Drakes Beach,IMM,1
1/29/1999,Drakes Beach,YRLNG,1
1/29/1999,PR Headlands,BULL-SA4,15
1/29/1999,PR Headlands,SA1-3,32
1/29/1999,PR Headlands,COW,308
1/29/1999,PR Headlands,PUP,273
1/29/1999,PR Headlands,WNR,39
1/29/1999,South Beach,BULL-SA4,12
1/29/1999,South Beach,SA1-3,9
1/29/1999,South Beach,COW,6
1/29/1999,South Beach,PUP,5
2/3/1999,Drakes Beach,BULL-SA4,8
2/3/1999,Drakes Beach,SA1-3,1
2/3/1999,Drakes Beach,COW,41
2/3/1999,Drakes Beach,PUP,42
2/3/1999,Drakes Beach,WNR,1
2/3/1999,PR Headlands,BULL-SA4,30
2/3/1999,PR Headlands,SA1-3,19
2/3/1999,PR Headlands,COW,305
2/3/1999,PR Headlands,PUP,288
2/3/1999,PR Headlands,DEADPUP,12
2/3/1999,PR Headlands,WNR,39
2/3/1999,PR Headlands,IMM,1
2/3/1999,South Beach,BULL-SA4,8
2/3/1999,South Beach,SA1-3,2
2/3/1999,South Beach,COW,6
2/3/1999,South Beach,PUP,5
2/4/1999,Drakes Beach,BULL-SA4,5
2/4/1999,Drakes Beach,SA1-3,2
2/4/1999,Drakes Beach,COW,42
2/4/1999,Drakes Beach,PUP,37
2/4/1999,Drakes Beach,DEADPUP,1
2/4/1999,Drakes Beach,WNR,1
2/4/1999,PR Headlands,BULL-SA4,18
2/4/1999,PR Headlands,SA1-3,23
2/4/1999,PR Headlands,COW,245
2/4/1999,PR Headlands,PUP,184
2/4/1999,PR Headlands,DEADPUP,11
2/4/1999,PR Headlands,WNR,42
2/4/1999,PR Headlands,YRLNG,1
2/4/1999,South Beach,BULL-SA4,9
2/4/1999,South Beach,SA1-3,4
2/4/1999,South Beach,COW,6
2/4/1999,South Beach,PUP,5
2/5/1999,Drakes Beach,BULL-SA4,8
2/5/1999,Drakes Beach,SA1-3,7
2/5/1999,Drakes Beach,COW,42
2/5/1999,Drakes Beach,PUP,41
2/5/1999,Drakes Beach,WNR,1
2/5/1999,PR Headlands,BULL-SA4,23
2/5/1999,PR Headlands,SA1-3,21
2/5/1999,PR Headlands,COW,198
2/5/1999,PR Headlands,PUP,154
2/5/1999,PR Headlands,DEADPUP,7
2/5/1999,PR Headlands,WNR,78
2/5/1999,South Beach,BULL-SA4,13
2/5/1999,South Beach,SA1-3,7
2/5/1999,South Beach,COW,7
2/5/1999,South Beach,PUP,5
2/5/1999,South Beach,YRLNG,1
2/9/1999,Drakes Beach,BULL-SA4,9
2/9/1999,Drakes Beach,SA1-3,7
2/9/1999,Drakes Beach,COW,39
2/9/1999,Drakes Beach,PUP,36
2/9/1999,Drakes Beach,WNR,2
2/9/1999,Drakes Beach,YRLNG,2
2/9/1999,PR Headlands,BULL-SA4,30
2/9/1999,PR Headlands,SA1-3,23
2/9/1999,PR Headlands,COW,228
2/9/1999,PR Headlands,PUP,162
2/9/1999,PR Headlands,WNR,68
2/9/1999,PR Headlands,YRLNG,1
2/9/1999,South Beach,BULL-SA4,8
2/9/1999,South Beach,SA1-3,9
2/9/1999,South Beach,COW,7
2/9/1999,South Beach,PUP,6
2/11/1999,Drakes Beach,BULL-SA4,7
2/11/1999,Drakes Beach,SA1-3,4
2/11/1999,Drakes Beach,COW,39
2/11/1999,Drakes Beach,PUP,32
2/11/1999,Drakes Beach,WNR,4
2/11/1999,Drakes Beach,YRLNG,2
2/11/1999,PR Headlands,BULL-SA4,29
2/11/1999,PR Headlands,SA1-3,20
2/11/1999,PR Headlands,COW,267
2/11/1999,PR Headlands,PUP,122
2/11/1999,PR Headlands,DEADPUP,10
2/11/1999,PR Headlands,WNR,98
2/11/1999,South Beach,BULL-SA4,9
2/11/1999,South Beach,SA1-3,5
2/11/1999,South Beach,COW,6
2/11/1999,South Beach,PUP,6
2/11/1999,South Beach,WNR,1
2/13/1999,Drakes Beach,BULL-SA4,5
2/13/1999,Drakes Beach,SA1-3,7
2/13/1999,Drakes Beach,COW,34
2/13/1999,Drakes Beach,PUP,29
2/13/1999,Drakes Beach,WNR,9
2/13/1999,Drakes Beach,YRLNG,1
2/13/1999,PR Headlands,BULL-SA4,19
2/13/1999,PR Headlands,SA1-3,24
2/13/1999,PR Headlands,COW,127
2/13/1999,PR Headlands,PUP,104
2/13/1999,PR Headlands,DEADPUP,3
2/13/1999,PR Headlands,WNR,125
2/13/1999,South Beach,BULL-SA4,7
2/13/1999,South Beach,SA1-3,7
2/13/1999,South Beach,COW,5
2/13/1999,South Beach,PUP,4
2/13/1999,South Beach,DEADPUP,1
2/13/1999,South Beach,WNR,2
2/13/1999,South Beach,YRLNG,1
2/17/1999,Drakes Beach,BULL-SA4,12
2/17/1999,Drakes Beach,SA1-3,14
2/17/1999,Drakes Beach,COW,26
2/17/1999,Drakes Beach,PUP,25
2/17/1999,Drakes Beach,DEADPUP,1
2/17/1999,Drakes Beach,WNR,19
2/17/1999,PR Headlands,BULL-SA4,14
2/17/1999,PR Headlands,SA1-3,7
2/17/1999,PR Headlands,COW,90
2/17/1999,PR Headlands,PUP,36
2/17/1999,PR Headlands,DEADPUP,4
2/17/1999,PR Headlands,WNR,219
2/17/1999,South Beach,BULL-SA4,7
2/17/1999,South Beach,SA1-3,6
2/17/1999,South Beach,COW,3
2/17/1999,South Beach,PUP,2
2/17/1999,South Beach,DEADPUP,1
2/17/1999,South Beach,WNR,4
2/17/1999,South Beach,YRLNG,1
2/19/1999,Drakes Beach,BULL-SA4,4
2/19/1999,Drakes Beach,SA1-3,13
2/19/1999,Drakes Beach,COW,25
2/19/1999,Drakes Beach,PUP,23
2/19/1999,Drakes Beach,WNR,17
2/19/1999,PR Headlands,BULL-SA4,14
2/19/1999,PR Headlands,SA1-3,20
2/19/1999,PR Headlands,COW,63
2/19/1999,PR Headlands,PUP,45
2/19/1999,PR Headlands,DEADPUP,3
2/19/1999,PR Headlands,WNR,165
2/19/1999,South Beach,BULL-SA4,4
2/19/1999,South Beach,SA1-3,4
2/19/1999,South Beach,COW,3
2/19/1999,South Beach,PUP,2
2/19/1999,South Beach,WNR,4
2/20/1999,Drakes Beach,BULL-SA4,4
2/20/1999,Drakes Beach,SA1-3,9
2/20/1999,Drakes Beach,COW,24
2/20/1999,Drakes Beach,PUP,20
2/20/1999,Drakes Beach,WNR,14
2/20/1999,PR Headlands,BULL-SA4,23
2/20/1999,PR Headlands,SA1-3,31
2/20/1999,PR Headlands,COW,58
2/20/1999,PR Headlands,PUP,41
2/20/1999,PR Headlands,WNR,168
2/20/1999,South Beach,BULL-SA4,3
2/20/1999,South Beach,SA1-3,10
2/20/1999,South Beach,COW,3
2/20/1999,South Beach,PUP,2
2/20/1999,South Beach,DEADPUP,1
2/20/1999,South Beach,WNR,4
2/23/1999,Drakes Beach,BULL-SA4,6
2/23/1999,Drakes Beach,SA1-3,7
2/23/1999,Drakes Beach,COW,14
2/23/1999,Drakes Beach,PUP,13
2/23/1999,Drakes Beach,WNR,26
2/23/1999,PR Headlands,BULL-SA4,27
2/23/1999,PR Headlands,SA1-3,24
2/23/1999,PR Headlands,COW,40
2/23/1999,PR Headlands,PUP,16
2/23/1999,PR Headlands,DEADPUP,9
2/23/1999,PR Headlands,WNR,225
2/23/1999,PR Headlands,YRLNG,1
2/23/1999,South Beach,BULL-SA4,12
2/23/1999,South Beach,SA1-3,2
2/23/1999,South Beach,COW,2
2/23/1999,South Beach,PUP,2
2/23/1999,South Beach,DEADPUP,1
2/23/1999,South Beach,WNR,4
2/25/1999,Drakes Beach,BULL-SA4,9
2/25/1999,Drakes Beach,SA1-3,9
2/25/1999,Drakes Beach,COW,10
2/25/1999,Drakes Beach,PUP,9
2/25/1999,Drakes Beach,DEADPUP,1
2/25/1999,Drakes Beach,WNR,31
2/25/1999,PR Headlands,BULL-SA4,23
2/25/1999,PR Headlands,SA1-3,16
2/25/1999,PR Headlands,COW,22
2/25/1999,PR Headlands,PUP,13
2/25/1999,PR Headlands,DEADPUP,7
2/25/1999,PR Headlands,WNR,218
2/25/1999,PR Headlands,YRLNG,2
2/25/1999,South Beach,BULL-SA4,8
2/25/1999,South Beach,SA1-3,11
2/25/1999,South Beach,COW,1
2/25/1999,South Beach,PUP,1
2/25/1999,South Beach,WNR,5
2/27/1999,Drakes Beach,BULL-SA4,5
2/27/1999,Drakes Beach,SA1-3,12
2/27/1999,Drakes Beach,COW,7
2/27/1999,Drakes Beach,PUP,6
2/27/1999,Drakes Beach,DEADPUP,2
2/27/1999,Drakes Beach,WNR,36
2/27/1999,PR Headlands,BULL-SA4,13
2/27/1999,PR Headlands,SA1-3,15
2/27/1999,PR Headlands,COW,18
2/27/1999,PR Headlands,PUP,14
2/27/1999,PR Headlands,WNR,251
2/27/1999,PR Headlands,YRLNG,2
2/27/1999,South Beach,BULL-SA4,9
2/27/1999,South Beach,SA1-3,10
2/27/1999,South Beach,COW,1
2/27/1999,South Beach,PUP,1
2/27/1999,South Beach,WNR,5
3/2/1999,Drakes Beach,BULL-SA4,10
3/2/1999,Drakes Beach,SA1-3,6
3/2/1999,Drakes Beach,COW,1
3/2/1999,Drakes Beach,PUP,1
3/2/1999,Drakes Beach,WNR,40
3/2/1999,Drakes Beach,YRLNG,1
3/2/1999,PR Headlands,BULL-SA4,13
3/2/1999,PR Headlands,SA1-3,7
3/2/1999,PR Headlands,COW,14
3/2/1999,PR Headlands,PUP,9
3/2/1999,PR Headlands,DEADPUP,5
3/2/1999,PR Headlands,WNR,217
3/2/1999,South Beach,BULL-SA4,15
3/2/1999,South Beach,SA1-3,12
3/2/1999,South Beach,COW,1
3/2/1999,South Beach,PUP,1
3/2/1999,South Beach,WNR,5
3/4/1999,Drakes Beach,BULL-SA4,7
