YYYY	MM	DD	hh	mm	WDIR	WSPD	GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2012	1	1	19	50	86	9.2	11.5	1.58	12.12	5.7	287	1019.8	12.5	11.3	999	99	99
2012	1	1	20	50	90	8.1	10.4	1.42	11.43	5.92	284	1019.4	12.7	11.3	999	99	99
2012	1	1	21	50	93	7.5	9.1	1.54	11.43	6.41	281	1019	12.8	11.4	999	99	99
2012	1	1	22	50	94	7.2	8.4	1.39	11.43	6.52	273	1018.8	12.9	11.4	999	99	99
2012	1	1	23	50	93	7	8.7	1.24	13.79	6.08	257	1018.6	13.2	11.4	999	99	99
2012	1	2	0	50	103	6.4	7.6	1.19	12.12	6.31	289	1018.8	13.1	11.4	999	99	99
2012	1	2	1	50	120	6	7	1.09	13.79	6	276	1019.3	12.7	11.4	999	99	99
2012	1	2	2	50	99	6.2	7.8	1.06	12.9	6	269	1019.6	12.9	11.3	999	99	99
2012	1	2	3	50	107	6	7.6	1.12	11.43	6.31	279	1020.2	12.6	11.3	999	99	99
2012	1	2	4	50	103	6.7	7.9	1.08	11.43	6.27	279	1020.1	12.7	11.3	999	99	99
2012	1	2	5	50	132	5.3	6.5	1	12.9	6.77	268	1020.8	12.7	11.3	999	99	99
2012	1	2	8	50	157	8	9.5	1.21	12.9	4.88	239	1021.5	11.2	11.3	999	99	99
2012	1	2	9	50	173	7.5	9.1	1.29	12.9	4.92	276	1021.9	11.4	11.3	999	99	99
2012	1	2	10	50	175	6.8	8.3	1.24	12.9	4.63	263	1022.4	11.5	11.3	999	99	99
2012	1	2	11	50	197	7.4	9.3	1.37	5	4.7	182	1023	11.4	11.3	999	99	99
2012	1	2	12	50	195	6.5	7.8	1.22	5	4.52	174	1023.6	11.2	11.3	999	99	99
2012	1	2	13	50	172	5.5	6.4	1.33	12.12	5	267	1024	11.2	11.3	999	99	99
2012	1	2	14	50	167	4.5	5.9	1.2	10.81	5.12	305	1024.6	11.2	11.3	999	99	99
2012	1	2	15	50	177	4.1	5	1.1	12.12	5.16	290	1025	11.3	11.2	999	99	99
2012	1	2	16	50	158	4.6	5.3	1.01	10.81	5.17	293	1026.1	11.4	11.2	999	99	99
2012	1	2	17	50	151	3.3	4.3	1.02	12.12	5.44	257	1026.5	11.4	11.3	999	99	99
2012	1	2	18	50	169	1	1.4	1.07	12.12	5.7	265	1026.8	11.3	11.3	999	99	99
2012	1	2	19	50	159	1.8	2.1	0.99	11.43	5.89	276	1026	11.4	11.3	999	99	99
2012	1	2	20	50	130	3.1	3.9	0.95	10.81	5.77	279	1025	11.4	11.3	999	99	99
2012	1	2	21	50	212	0.7	1.2	1.02	11.43	6.5	277	1025	11.8	11.5	999	99	99
2012	1	2	22	50	285	1.1	1.5	1.26	10	7.09	288	1025	11.5	11.5	999	99	99
2012	1	2	23	50	180	0.1	0.3	1.28	11.43	7.56	279	1024.4	12.2	11.6	999	99	99
2012	1	3	0	50	306	3.3	4.3	1.42	10	8.17	275	1025	11.5	11.8	999	99	99
2012	1	3	1	50	316	2.8	3.8	1.72	10	8.7	278	1025.2	11.3	11.7	999	99	99
2012	1	3	2	50	311	1.6	2.9	1.68	10.81	8.72	277	1025	11.5	11.7	999	99	99
2012	1	3	3	50	310	4.4	5.5	1.83	10	8.65	271	1026	11.6	11.6	999	99	99
2012	1	3	4	50	321	2.3	3.1	1.83	11.43	8.63	271	1026.1	11.4	11.5	999	99	99
2012	1	3	5	50	324	3.4	4.2	1.95	10	8.74	270	1026.2	11.5	11.5	999	99	99
2012	1	3	6	50	317	6.1	7.1	2.07	10	8.76	268	1026.5	11.1	11.4	999	99	99
2012	1	3	7	50	323	5.7	7.4	2.14	12.9	8.35	288	1026.7	10.6	11.4	999	99	99
2012	1	3	8	50	333	5.1	6.4	2.32	17.39	8.37	269	1026.6	10.2	11.4	999	99	99
2012	1	3	9	50	326	6.9	9	2.45	10.81	8.92	268	1026.8	10	11.3	999	99	99
2012	1	3	10	50	318	6.6	7.9	2.77	16	9.42	280	1026.9	10	11.3	999	99	99
2012	1	3	11	50	335	6	7.5	3.06	16	9.82	278	1026.9	9.7	11.3	999	99	99
2012	1	3	12	50	334	4.5	5.7	3.15	14.81	10.2	274	1026.4	9.6	11.3	999	99	99
2012	1	3	13	50	337	3.6	4.8	3.1	16	10.32	267	1026.6	9.6	11.3	999	99	99
2012	1	3	14	50	331	3.5	4.5	3.59	16	11.09	275	1026.8	9.2	11.3	999	99	99
2012	1	3	15	50	352	2.9	4.6	3.21	16	10.52	251	1027.3	9.2	11.3	999	99	99
2012	1	3	16	50	35	1.1	2.8	3.21	14.81	10.6	255	1028.1	8.8	11.3	999	99	99
2012	1	3	17	50	335	1.9	3	2.89	12.9	10.04	262	1028.5	8.7	11.3	999	99	99
2012	1	3	18	50	37	1	2.3	2.98	14.81	10.36	270	1028.4	8.6	11.3	999	99	99
2012	1	3	19	50	321	2	3.5	2.7	14.81	9.99	267	1027.5	8.6	11.4	999	99	99
2012	1	3	20	50	320	2.1	4.3	2.83	14.81	10.28	262	1026.4	8.4	11.5	999	99	99
2012	1	3	21	50	314	3.5	4.6	2.84	14.81	10.44	268	1026.1	8.5	11.6	999	99	99
2012	1	3	22	50	313	4.3	5.5	2.82	13.79	10.09	264	1025.8	9.7	11.6	999	99	99
2012	1	3	23	50	314	4.5	6	2.57	14.81	9.79	259	1025.7	10	11.6	999	99	99
2012	1	4	0	50	311	5.1	6.5	2.85	14.81	9.71	272	1026	9.5	11.6	999	99	99
2012	1	4	1	50	320	5.4	6.6	2.52	13.79	9.27	276	1026.1	10.7	11.6	999	99	99
2012	1	4	2	50	322	5.5	6.7	2.3	13.79	8.42	271	1026.6	10.8	11.5	999	99	99
2012	1	4	3	50	326	4.9	6.1	2.34	12.9	8.3	266	1027.1	10.5	11.5	999	99	99
2012	1	4	4	50	331	4.3	5.2	2.36	13.79	8.49	283	1027	10.5	11.4	999	99	99
2012	1	4	5	50	315	4.9	5.9	2.63	13.79	9.54	266	1026.9	11	11.4	999	99	99
2012	1	4	6	50	319	4.1	5.6	2.45	12.9	9.64	264	1026.8	11	11.4	999	99	99
2012	1	4	7	50	330	3	3.9	2.36	13.79	9.44	263	1026.6	11.1	11.3	999	99	99
2012	1	4	8	50	342	1.7	2.4	2.27	13.79	8.98	273	1026.2	11	11.3	999	99	99
2012	1	4	9	50	337	1.2	2.2	2.2	11.43	9.01	273	1026.1	11	11.3	999	99	99
2012	1	4	10	50	129	0.5	1.3	2.39	12.9	9.21	275	1026.2	11.2	11.3	999	99	99
2012	1	4	11	50	27	3.5	4.6	2.11	13.79	8.48	277	1026.1	11.6	11.2	999	99	99
2012	1	4	12	50	338	1.1	2.2	2.07	12.12	8.22	285	1026.6	11.2	11.2	999	99	99
2012	1	4	13	50	87	0.4	1.3	1.95	12.12	8.33	282	1026.8	11.1	11.2	999	99	99
2012	1	4	14	50	180	0	0.4	1.9	12.9	8.72	280	1027.3	11.1	11.2	999	99	99
2012	1	4	15	50	253	0.5	1.3	1.97	11.43	9.02	275	1027.9	11.1	11.2	999	99	99
2012	1	4	16	50	308	4.4	5.5	1.87	12.9	8.97	268	1028.7	11.4	11.2	999	99	99
2012	1	4	17	50	326	6.4	7.5	1.91	12.9	8.57	273	1029.2	12.2	11.3	999	99	99
2012	1	4	18	50	312	3.2	4.4	2.06	12.12	8.67	275	1029.2	11.7	11.4	999	99	99
2012	1	4	19	50	73	2.6	4.3	1.93	13.79	8.62	268	1028.3	11.8	11.5	999	99	99
2012	1	4	20	50	1	1.1	2.7	2.05	12.9	8.92	278	1027.3	12	11.7	999	99	99
2012	1	4	21	50	322	2.5	3.1	2.07	12.9	9.27	278	1026.6	11.6	11.9	999	99	99
2012	1	4	22	50	332	1.3	2.1	2.02	12.9	8.93	286	1026	11.7	11.8	999	99	99
2012	1	4	23	50	311	3	4.1	1.96	12.9	8.93	274	1026.1	11.9	11.9	999	99	99
2012	1	5	0	50	315	4.5	5.6	2.12	12.9	9.46	273	1025.9	11.9	11.7	999	99	99
2012	1	5	1	50	311	6.4	8.1	2.44	12.12	9.8	273	1026.3	12	11.8	999	99	99
2012	1	5	2	50	314	6.8	8.7	2.37	12.9	8.77	274	1026.7	11.7	11.6	999	99	99
2012	1	5	3	50	309	7.8	9.2	2.2	12.9	8.35	276	1027.2	11.6	11.5	999	99	99
2012	1	5	4	50	313	8.7	10.5	2.34	12.9	7.76	279	1027.4	11.5	11.4	999	99	99
2012	1	5	5	50	319	10.8	12.9	2.51	12.9	7.48	278	1027.2	10.9	11.4	999	99	99
2012	1	5	6	50	318	10.2	12.3	2.76	12.12	7.79	273	1027.1	11	11.4	999	99	99
2012	1	5	7	50	315	11.9	14.5	2.56	13.79	7.4	267	1026.2	11.1	11.4	999	99	99
2012	1	5	8	50	318	8.5	10.7	2.79	11.43	7.03	270	1026.8	11.4	11.3	999	99	99
2012	1	5	9	50	325	9.2	11.7	2.94	13.79	7.31	266	1026.9	11.1	11.3	999	99	99
2012	1	5	10	50	324	5.1	6.1	3.07	13.79	7.65	254	1027	11.3	11.3	999	99	99
2012	1	5	11	50	325	6.3	7.7	3.25	12.9	8.21	270	1026.3	11.7	11.3	999	99	99
2012	1	5	12	50	335	3.3	4.2	3.02	13.79	8.26	257	1026.3	11.5	11.3	999	99	99
2012	1	5	13	50	316	3	4	2.69	13.79	8.16	263	1026	11.5	11.3	999	99	99
2012	1	5	14	50	303	3	4.4	2.66	12.12	8.23	273	1026.2	11.3	11.2	999	99	99
2012	1	5	15	50	312	4.9	6.3	2.78	13.79	8.62	261	1026.2	11.4	11.2	999	99	99
2012	1	5	16	50	314	6.2	7.9	2.9	13.79	8.84	271	1026.5	11.4	11.3	999	99	99
2012	1	5	17	50	313	7.7	9.2	3.31	13.79	9.28	259	1026.9	10.8	11.3	999	99	99
2012	1	5	18	50	314	8.7	10.6	3.06	13.79	8.64	261	1026.4	10.8	11.3	999	99	99
2012	1	5	19	50	313	8.1	9.6	3.21	12.12	8.55	262	1025.6	11.2	11.3	999	99	99
2012	1	5	20	50	317	8.1	9.8	3.11	13.79	8.77	267	1024.7	11.3	11.4	999	99	99
2012	1	5	21	50	319	7.6	9	3.01	13.79	8.1	264	1023.8	11.6	11.5	999	99	99
2012	1	5	22	50	312	8.7	10.6	3.52	14.81	9.26	282	1023.2	12	11.5	999	99	99
2012	1	5	23	50	305	9.6	12.3	3.8	13.79	8.77	269	1022.8	11.8	11.5	999	99	99
2012	1	6	0	50	306	9.5	11.6	3.64	12.9	8.43	275	1022.8	11.5	11.5	999	99	99
2012	1	6	1	50	314	9.6	12.5	3.65	12.9	8.73	265	1022.4	11.3	11.5	999	99	99
2012	1	6	2	50	311	9.3	11.5	3.68	13.79	8.55	274	1022.2	11	11.5	999	99	99
2012	1	6	3	50	314	9.4	12.5	3.62	13.79	8.27	284	1022.2	11	11.5	999	99	99
2012	1	6	4	50	317	9.3	11.9	3.9	16	8.86	268	1022	10.9	11.5	999	99	99
2012	1	6	5	50	317	9.5	11.5	3.63	13.79	8.4	287	1022.1	10.9	11.5	999	99	99
2012	1	6	6	50	311	9.5	11.8	3.99	16	8.97	262	1022.1	10.8	11.4	999	99	99
2012	1	6	7	50	314	10.1	12.3	3.82	16	8.84	275	1021.7	10.7	11.4	999	99	99
2012	1	6	8	50	318	10.4	12.5	3.53	17.39	7.89	282	1021.4	10.6	11.4	999	99	99
2012	1	6	9	50	319	10.9	13	4.35	16	9.38	279	1021.4	10.6	11.4	999	99	99
2012	1	6	10	50	313	9.9	11.8	4.14	16	9.17	274	1021.6	10.5	11.4	999	99	99
2012	1	6	11	50	313	9.8	12.1	4.02	16	9.05	281	1021.2	10.5	11.4	999	99	99
2012	1	6	12	50	319	9.9	12.1	3.83	16	8.55	279	1021	10.4	11.4	999	99	99
2012	1	6	13	50	314	10.7	12.7	4.02	16	8.9	271	1021	10.3	11.4	999	99	99
2012	1	6	14	50	318	10.9	13.2	4.19	16	8.99	287	1021.1	10.3	11.4	999	99	99
2012	1	6	15	50	316	10.9	13.2	4.31	16	8.98	286	1021	10.2	11.4	999	99	99
2012	1	6	16	50	323	9.8	11.9	3.84	16	8.67	288	1022	10.3	11.3	999	99	99
2012	1	6	17	50	328	8	11.5	3.77	16	8.42	291	1022.9	10.3	11.3	999	99	99
2012	1	6	18	50	328	7	8.3	3.86	16	8.69	286	1023.1	9.9	11.3	999	99	99
2012	1	6	19	50	317	9.8	11.6	3.92	14.81	9.09	293	1022.1	10.5	11.4	999	99	99
2012	1	6	20	50	319	9.4	11.2	3.86	14.81	8.8	293	1021.1	10.5	11.4	999	99	99
2012	1	6	21	50	318	9.2	11.4	3.61	16	8.31	280	1020.5	10.6	11.4	999	99	99
2012	1	6	22	50	313	9.1	11.4	3.61	16	8.56	289	1020.5	10.6	11.4	999	99	99
2012	1	6	23	50	313	10.5	12.9	3.54	13.79	8.19	281	1020.5	10.7	11.4	999	99	99
2012	1	7	0	50	318	9.8	12.5	3.69	16	8.68	295	1020.7	10.7	11.4	999	99	99
2012	1	7	1	50	319	10.4	12.4	3.55	16	8.36	280	1020.8	10.7	11.3	999	99	99
2012	1	7	2	50	322	8.3	10	3.69	14.81	8.35	271	1020.8	10.9	11.3	999	99	99
2012	1	7	3	50	322	7.5	9.3	3.79	14.81	8.56	281	1020.8	11	11.3	999	99	99
2012	1	7	4	50	320	7.5	8.8	3.49	13.79	8.19	276	1021.2	11	11.3	999	99	99
2012	1	7	5	50	318	6.8	8.3	3.46	14.81	8.41	288	1021.3	11.1	11.2	999	99	99
2012	1	7	6	50	317	6.6	8.1	3.08	13.79	8.05	284	1021.4	11	11.2	999	99	99
2012	1	7	7	50	322	5.8	7.9	3.15	14.81	8.49	280	1021.4	10.9	11.2	999	99	99
2012	1	7	8	50	321	6.8	8.6	2.88	13.79	7.9	283	1021.4	10.8	11.1	999	99	99
2012	1	7	9	50	321	6.6	8.2	3.05	14.81	8.43	270	1021.5	10.9	11.1	999	99	99
2012	1	7	10	50	324	7.1	8.7	3.01	14.81	8.13	271	1021.6	11	11.1	999	99	99
2012	1	7	11	50	326	4.7	5.9	3.06	13.79	8.07	274	1021.4	10.8	11.1	999	99	99
2012	1	7	12	50	333	5.5	6.8	2.87	13.79	7.67	279	1021.6	10.8	11.1	999	99	99
2012	1	7	13	50	335	5.8	7.1	2.77	13.79	7.72	290	1022.1	10.8	11.1	999	99	99
2012	1	7	14	50	330	5.1	6.5	2.72	12.12	7.49	278	1022.4	10.8	11.1	999	99	99
2012	1	7	15	50	327	6.9	8.5	2.7	12.9	7.82	285	1022.8	10.8	11.1	999	99	99
2012	1	7	16	50	326	7.5	8.8	2.68	12.9	7.73	285	1023.4	10.7	11.1	999	99	99
2012	1	7	17	50	314	7.9	9.4	2.73	12.12	7.5	285	1024.2	11.1	11.1	999	99	99
2012	1	7	18	50	315	7.8	9	2.22	11.43	6.91	293	1024.2	11	11.1	999	99	99
2012	1	7	19	50	314	7.3	8.4	2.3	12.12	7.08	281	1023.3	11.3	11.2	999	99	99
2012	1	7	20	50	311	6.8	8.1	2.25	12.12	7.42	274	1022.2	11.6	11.2	999	99	99
2012	1	7	21	50	312	8.1	9.4	2.22	12.9	7.36	279	1021.3	11.9	11.3	999	99	99
2012	1	7	22	50	309	9.4	11.7	2.06	12.12	6.7	285	1020.7	11.7	11.3	999	99	99
2012	1	7	23	50	308	8.7	10.1	1.97	10	6.46	298	1020.6	11.8	11.3	999	99	99
2012	1	8	0	50	311	9.7	11.4	2.09	11.43	6.47	296	1020.5	11.8	11.3	999	99	99
2012	1	8	1	50	318	8.7	10.3	2.14	12.12	6.67	278	1021.1	11.4	11.2	999	99	99
2012	1	8	2	50	309	6.3	7.8	2.04	10	6.22	287	1021.8	11.5	11.2	999	99	99
2012	1	8	3	50	311	7.2	8.4	2.13	12.12	6.6	287	1021.6	11.6	11.1	999	99	99
2012	1	8	4	50	316	6.4	7.4	1.94	12.12	6.37	277	1021.6	11.9	11.1	999	99	99
2012	1	8	5	50	331	6.7	7.6	1.94	11.43	6.59	278	1021.6	12.4	11.1	999	99	99
2012	1	8	6	50	334	5.3	6.3	1.9	13.79	6.42	272	1021.6	12.9	11.1	999	99	99
2012	1	8	7	50	321	4	4.8	1.76	10.81	6.51	277	1021.7	12.7	11.1	999	99	99
2012	1	8	8	50	316	3.1	3.9	1.75	13.79	6.89	284	1021.8	12.6	11.1	999	99	99
2012	1	8	9	50	315	2.5	3.6	1.9	13.79	7.38	285	1021.6	11.9	11	999	99	99
2012	1	8	10	50	324	1.2	2.7	1.85	12.12	7.34	274	1021.8	12.4	11	999	99	99
2012	1	8	11	50	314	3.3	4.6	1.89	12.9	7.7	285	1021.6	11.8	10.9	999	99	99
2012	1	8	12	50	291	1	2.2	1.74	13.79	7.48	292	1021.8	12.2	10.9	999	99	99
2012	1	8	13	50	288	1.1	2.1	1.78	12.9	7.68	291	1022.1	11.8	10.9	999	99	99
2012	1	8	14	50	72	2.5	4.2	1.67	12.9	7.62	280	1022.5	11	10.9	999	99	99
2012	1	8	15	50	84	3.8	4.8	1.86	12.9	8.17	308	1022.6	12	10.8	999	99	99
2012	1	8	16	50	88	1.2	2.7	1.86	12.12	8.35	292	1023.3	12.3	11	999	99	99
2012	1	8	17	50	85	3.2	5.4	1.72	12.12	7.76	289	1023.7	12.5	11	999	99	99
2012	1	8	18	50	92	2.6	3.8	1.64	12.12	8.14	287	1023.6	12.1	11.1	999	99	99
2012	1	8	19	50	98	3.9	5.2	1.88	12.12	8.72	281	1022.9	12.6	11.3	999	99	99
2012	1	8	20	50	97	3.2	4.8	1.47	19.05	7.5	269	1022.5	13.5	11.3	999	99	99
2012	1	8	21	50	84	1	1.7	1.72	12.12	8.05	271	1022.3	13.5	11.5	999	99	99
2012	1	8	22	50	319	2.5	3.2	1.7	19.05	8.11	287	1022.8	12.1	11.8	999	99	99
2012	1	8	23	50	318	3.4	4	1.52	19.05	8.04	243	1023.2	11.8	11.7	999	99	99
2012	1	9	0	50	333	3.1	3.7	1.42	11.43	7.87	277	1023.1	11.7	11.5	999	99	99
2012	1	9	1	50	319	2.6	3.2	1.34	11.43	8.07	274	1023.2	11.8	11.4	999	99	99
2012	1	9	2	50	312	2.2	2.8	1.47	17.39	8.37	289	1023.4	11.6	11.3	999	99	99
2012	1	9	3	50	326	3	3.7	1.47	17.39	8.72	285	1023.8	11.5	11.3	999	99	99
2012	1	9	4	50	317	2.8	3.4	1.47	12.12	8.78	289	1023.7	11.8	11.2	999	99	99
2012	1	9	5	50	328	2.7	3.4	1.53	17.39	9.17	301	1023.7	11.7	11.1	999	99	99
2012	1	9	6	50	180	0	0.2	1.45	17.39	9.09	282	1023.8	11.1	11.1	999	99	99
2012	1	9	7	50	32	0.3	0.9	1.5	17.39	9.25	293	1023.8	10.8	11	999	99	99
2012	1	9	8	50	39	0.7	1.1	1.48	17.39	9.25	306	1023.6	10.8	10.9	999	99	99
2012	1	9	9	50	277	0.1	0.6	1.42	10.81	8.65	297	1023.8	10.8	11	999	99	99
2012	1	9	10	50	290	1.8	2.9	1.48	11.43	9.29	297	1023.9	10.9	11	999	99	99
2012	1	9	11	50	180	0.1	0.6	1.39	10.81	8.91	280	1023.4	10.3	11	999	99	99
2012	1	9	12	50	27	1.7	2.2	1.4	11.43	8.83	281	1023.1	10.3	11	999	99	99
2012	1	9	13	50	61	1.2	1.8	1.57	11.43	9.31	297	1023.9	10.2	10.9	999	99	99
2012	1	9	14	50	308	2	3	1.49	11.43	9.33	302	1024.1	9.9	11	999	99	99
2012	1	9	15	50	350	0.8	1.3	1.61	16	9.99	297	1024.1	10	10.9	999	99	99
2012	1	9	16	50	16	0.7	1	1.65	21.05	10.11	268	1024.3	10.5	10.9	999	99	99
2012	1	9	17	50	96	3.9	6.1	1.69	21.05	10.43	278	1024.1	11.5	11	999	99	99
2012	1	9	18	50	90	5	6.4	1.61	21.05	8.7	280	1023.9	11.6	11.1	999	99	99
2012	1	9	19	50	107	5.1	6.6	1.84	19.05	9.16	293	1023	11.4	11.1	999	99	99
2012	1	9	20	50	97	3.7	5.1	2.13	19.05	10.35	283	1022.4	12	11.2	999	99	99
2012	1	9	21	50	93	3	4	2.04	19.05	10.42	294	1022	12.6	11.3	999	99	99
2012	1	9	22	50	351	3.6	4.8	2.46	17.39	12.12	286	1021.7	11.7	11.4	999	99	99
2012	1	9	23	50	315	4.9	6.1	2.46	17.39	12.25	281	1021.9	12.1	11.4	999	99	99
2012	1	10	0	50	315	4.7	6.5	2.56	19.05	12.38	276	1022	11.2	11.2	999	99	99
2012	1	10	1	50	311	3.5	4.7	2.81	19.05	12.53	271	1021.9	11	11.2	999	99	99
2012	1	10	2	50	327	2	3	2.57	17.39	11.82	280	1021.8	11.1	11.1	999	99	99
2012	1	10	3	50	300	2.3	3.6	2.75	17.39	11.79	274	1021.6	11	11	999	99	99
2012	1	10	4	50	299	0.4	1.8	3.1	17.39	12.86	287	1021.6	11.2	11	999	99	99
2012	1	10	5	50	310	2.9	4.1	2.74	17.39	12.17	286	1021.7	10.8	11	999	99	99
2012	1	10	6	50	342	3.1	3.9	2.67	16	11.98	296	1021.7	10.7	11	999	99	99
2012	1	10	7	50	316	1.5	2.4	2.52	16	11.75	289	1021.5	10.7	11	999	99	99
2012	1	10	8	50	314	4.6	5.8	2.16	17.39	10.93	290	1021.8	10.6	11	999	99	99
2012	1	10	9	50	317	2.9	4.4	2.55	16	11.26	285	1021.9	10.3	11	999	99	99
2012	1	10	10	50	314	4.1	5.7	2.49	14.81	11.14	290	1022.1	10.5	11	999	99	99
2012	1	10	11	50	335	3.9	5.3	2.32	14.81	9.97	271	1021.5	8.7	11	999	99	99
2012	1	10	12	50	337	3.4	5.2	2.38	16	10.06	279	1021.2	8.6	11	999	99	99
2012	1	10	13	50	349	1.1	1.9	2.52	13.79	10.29	289	1021.3	9.3	10.9	999	99	99
2012	1	10	14	50	119	2.1	3.5	2.44	16	10.2	299	1020.8	9.7	10.7	999	99	99
2012	1	10	15	50	89	6.9	8.7	2.15	14.81	9.75	291	1020.4	10.8	10.8	999	99	99
2012	1	10	16	50	76	6.3	7.9	2.13	13.79	8.89	293	1021	10.7	11	999	99	99
2012	1	10	17	50	85	6.3	8.3	2.42	14.81	9.7	287	1021.3	11.1	11	999	99	99
2012	1	10	18	50	22	2.2	2.8	2.48	14.81	10.14	279	1021.8	10.9	11	999	99	99
2012	1	10	19	50	315	2.2	3.9	2.56	16	10.51	284	1021.1	11.1	11.2	999	99	99
2012	1	10	20	50	316	1.6	2.4	2.05	16	9.4	279	1020.2	10.9	11.4	999	99	99
2012	1	10	21	50	77	0.7	1.7	2.28	14.81	10.26	282	1019.2	11.2	11.5	999	99	99
2012	1	10	22	50	330	1	2.6	2.15	13.79	10.29	275	1019.2	12.3	11.8	999	99	99
2012	1	10	23	50	317	5.2	6.7	2.15	12.9	10.26	282	1019.3	11.4	11.8	999	99	99
2012	1	11	0	50	323	5.2	6.6	1.99	12.9	9.74	290	1019.6	11.2	11.5	999	99	99
2012	1	11	1	50	319	5	6.1	2.01	14.81	9.54	288	1019.8	11.3	11.2	999	99	99
2012	1	11	2	50	301	3	4	1.94	14.81	9.66	283	1019.7	11.1	11.2	999	99	99
2012	1	11	3	50	313	3.4	4.4	2	14.81	9.76	285	1019.6	11.1	11.1	999	99	99
2012	1	11	4	50	340	2.9	4.5	2.2	14.81	10.3	292	1019.8	11	11.1	999	99	99
2012	1	11	5	50	31	1.8	2.8	2.14	13.79	9.95	302	1019.7	10.9	11.1	999	99	99
2012	1	11	6	50	17	2.7	3.6	2.19	11.43	10.03	304	1019.9	10.8	11	999	99	99
2012	1	11	7	50	92	2.2	3.4	2.06	14.81	9.54	288	1019.7	10.6	11	999	99	99
2012	1	11	8	50	162	2.3	3.3	2.27	11.43	9.6	302	1019.3	10.6	11	999	99	99
2012	1	11	9	50	171	1.2	2.6	2.16	12.12	9.8	296	1019.5	10.4	11	999	99	99
2012	1	11	10	50	180	0	0.4	2.06	12.9	9.61	295	1019.8	10.3	11	999	99	99
2012	1	11	11	50	355	0.4	1.2	1.94	14.81	9.16	278	1019.8	10.3	11	999	99	99
2012	1	11	12	50	6	2.1	2.9	1.89	13.79	9.04	292	1019.6	9.4	11	999	99	99
2012	1	11	13	50	70	0.4	0.9	1.9	13.79	9.38	291	1019.4	9.1	11	999	99	99
2012	1	11	14	50	95	2.8	3.9	1.88	13.79	8.89	287	1019.9	9.9	11	999	99	99
2012	1	11	15	50	79	2.2	3.3	1.69	12.12	8.61	310	1020.2	10.4	11.1	999	99	99
2012	1	11	16	50	55	1.9	2.6	1.72	12.9	8.81	313	1020.7	10.8	11.1	999	99	99
2012	1	11	17	50	49	3	3.8	1.93	12.12	9.17	302	1020.6	10.6	11.2	999	99	99
2012	1	11	18	50	45	1.6	2.5	1.92	12.9	9.46	301	1020.3	10.7	11.2	999	99	99
2012	1	11	19	50	19	1.4	2	1.74	13.79	8.5	297	1019.4	11.1	11.4	999	99	99
2012	1	11	20	50	356	1.3	2	1.64	12.12	8.08	305	1018.5	11.1	11.6	999	99	99
2012	1	11	21	50	309	2.9	3.7	1.61	11.43	8.12	300	1017.9	9.6	11.7	999	99	99
2012	1	11	22	50	307	4.5	5.5	1.88	12.9	9.32	293	1017.7	10.6	11.6	999	99	99
2012	1	11	23	50	314	5.4	6.4	1.65	13.79	8.33	285	1017.6	10.8	11.5	999	99	99
