YYYY	MM	DD	hh	mm	WDIR	WSPD	GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2009	1	2	20	50	331	9.2	11.6	1.61	14.81	5.18	275	1013.5	11.1	11	999	99	99
2009	1	2	21	50	330	9.7	13.5	1.75	14.81	4.92	275	1013.5	11	11	999	99	99
2009	1	2	22	50	332	11.7	14.1	2	14.81	5.06	254	1013.4	10.9	11	999	99	99
2009	1	2	23	50	328	12.3	14.7	2.27	5.88	5.3	302	1013.4	10.7	11	999	99	99
2009	1	3	0	50	323	13.3	16	2.48	6.67	5.48	308	1013.6	10.6	10.9	999	99	99
2009	1	3	1	50	338	12.7	16.6	2.98	7.14	5.86	305	1014.1	10.4	10.9	999	99	99
2009	1	3	2	50	338	12.8	15	3.18	7.69	6.12	307	1014.4	10.4	10.9	999	99	99
2009	1	3	3	50	336	10.4	12.3	3.03	7.69	6.27	303	1015.2	10.3	10.9	999	99	99
2009	1	3	4	50	335	9.6	11.8	3.04	7.69	6.47	298	1015.8	10.1	10.9	999	99	99
2009	1	3	5	50	334	10.1	12	2.75	8.33	6.32	298	1016.4	9.9	10.9	999	99	99
2009	1	3	6	50	342	10.3	12.3	2.65	10	6.3	296	1016.5	9.8	10.9	999	99	99
2009	1	3	7	50	348	8.7	10.6	2.63	10	6.35	290	1016.6	9.5	10.9	999	99	99
2009	1	3	8	50	349	9.1	11	2.66	7.14	6.28	296	1016.5	9.3	10.8	999	99	99
2009	1	3	9	50	354	8.9	10.5	2.68	10.81	6.51	292	1016.9	9.1	10.8	999	99	99
2009	1	3	10	50	351	7.1	9	2.83	9.09	6.89	288	1017.4	8.5	10.8	999	99	99
2009	1	3	11	50	353	7.8	9.1	2.65	10	6.73	281	1017.5	8.3	10.8	999	99	99
2009	1	3	12	50	352	7.4	9.1	2.51	7.69	6.35	284	1017.4	8.3	10.8	999	99	99
2009	1	3	13	50	349	7.5	8.9	2.54	10	6.64	288	1017.5	8.1	10.8	999	99	99
2009	1	3	14	50	17	4.8	6.1	2.56	10	6.85	282	1017.8	8	10.7	999	99	99
2009	1	3	15	50	351	4.6	5.6	2.61	8.33	6.8	277	1018	8.1	10.7	999	99	99
2009	1	3	16	50	340	5.4	6.8	2.67	8.33	6.99	294	1018.8	8.2	10.7	999	99	99
2009	1	3	17	50	345	5	6.2	2.46	10	6.84	291	1019.4	8.3	10.7	999	99	99
2009	1	3	18	50	341	6.6	8.3	2.68	10	7.18	282	1019.4	8.1	10.8	999	99	99
2009	1	3	19	50	340	6	7.6	2.27	10	6.73	286	1018.8	8.4	10.8	999	99	99
2009	1	3	20	50	341	6.1	7.6	2.47	8.33	6.79	289	1018	8.8	10.8	999	99	99
2009	1	3	21	50	332	7.1	8.4	2.24	10.81	6.65	282	1017.4	8.8	10.8	999	99	99
2009	1	3	22	50	334	7.2	8.8	2.22	9.09	6.45	297	1017.2	9.2	10.9	999	99	99
2009	1	3	23	50	336	6.9	8.2	2.27	10	6.51	290	1017.4	9.7	10.8	999	99	99
2009	1	4	0	50	336	6.9	8	2.3	9.09	6.6	289	1017.6	9.9	10.8	999	99	99
2009	1	4	1	50	336	6.7	8.3	2.28	9.09	6.7	293	1017.6	10	10.8	999	99	99
2009	1	4	2	50	339	9	10.8	2.26	9.09	6.11	283	1017.7	9.9	10.8	999	99	99
2009	1	4	3	50	340	8	9.3	2.62	10	6.27	285	1017.8	9.8	10.8	999	99	99
2009	1	4	4	50	347	7.1	8.3	2.53	8.33	6.44	293	1018.1	9.8	10.8	999	99	99
2009	1	4	5	50	348	6.7	8	2.58	8.33	6.6	289	1018.3	9.6	10.8	999	99	99
2009	1	4	6	50	2	7.1	8.6	2.42	10	6.66	282	1018.6	9.4	10.7	999	99	99
2009	1	4	7	50	356	5.9	7.1	2.43	10	6.56	279	1019	9.2	10.7	999	99	99
2009	1	4	8	50	7	4.3	5.5	2.26	8.33	6.47	300	1018.8	9	10.7	999	99	99
2009	1	4	9	50	26	2.5	3.3	2.52	9.09	6.98	290	1019.1	8.9	10.7	999	99	99
2009	1	4	10	50	17	2.2	3.1	2.39	9.09	6.95	299	1019.5	8.8	10.7	999	99	99
2009	1	4	11	50	5	3.1	4	2.2	9.09	6.78	293	1019.3	8.6	10.7	999	99	99
2009	1	4	12	50	8	2.1	3.2	2.21	9.09	6.68	293	1019.3	8.5	10.7	999	99	99
2009	1	4	13	50	50	1.1	2.3	2.07	8.33	6.84	294	1019.7	8.4	10.6	999	99	99
2009	1	4	14	50	72	1.8	2.8	2.05	9.09	7.12	282	1020.4	8.2	10.5	999	99	99
2009	1	4	15	50	79	1.3	2.5	2.14	9.09	6.94	286	1021.3	8.2	10.5	999	99	99
2009	1	4	16	50	90	1.8	3.2	1.99	9.09	6.66	281	1022.4	8.4	10.5	999	99	99
2009	1	4	17	50	103	3.3	4.4	2.08	8.33	7.01	297	1023	8.2	10.6	999	99	99
2009	1	4	18	50	85	2.9	3.9	1.88	9.09	6.67	282	1023.2	8.6	10.7	999	99	99
2009	1	4	19	50	95	3.7	4.9	1.78	9.09	6.62	287	1022.7	8.7	10.7	999	99	99
2009	1	4	20	50	336	1	1.9	1.73	9.09	6.61	288	1022.3	8.9	10.8	999	99	99
2009	1	4	21	50	294	0.9	1.8	1.63	9.09	6.58	294	1022.2	9.1	10.8	999	99	99
2009	1	4	22	50	307	1.9	2.5	1.59	9.09	6.73	300	1022.3	9.1	10.9	999	99	99
2009	1	4	23	50	269	0.9	1.6	1.52	9.09	6.81	294	1022.3	9.5	10.9	999	99	99
2009	1	5	0	50	313	2.6	3.8	1.42	9.09	6.79	289	1022.8	8.9	10.8	999	99	99
2009	1	5	1	50	323	3.6	4.4	1.39	9.09	6.84	289	1023.2	8.9	10.7	999	99	99
2009	1	5	2	50	333	3.3	4	1.31	13.79	7.21	275	1023.6	9.3	10.7	999	99	99
2009	1	5	3	50	338	2.1	2.9	1.5	13.79	7.56	278	1023.6	9.3	10.6	999	99	99
2009	1	5	4	50	332	3	3.6	1.41	14.81	7.51	278	1024.2	9.6	10.6	999	99	99
2009	1	5	5	50	32	1.2	1.9	1.43	13.79	7.5	276	1024.3	9.4	10.6	999	99	99
2009	1	5	6	50	66	1.1	1.7	1.52	13.79	7.45	271	1024	9.3	10.6	999	99	99
2009	1	5	7	50	91	1.2	1.9	1.36	9.09	7.41	285	1024	9.4	10.6	999	99	99
2009	1	5	8	50	112	2.4	3.3	1.4	12.9	7.57	280	1023.6	9.6	10.6	999	99	99
2009	1	5	9	50	129	3.8	4.6	1.27	12.9	7.45	289	1023	9.4	10.6	999	99	99
2009	1	5	10	50	117	3.9	4.8	1.33	13.79	7.74	277	1023.1	9.4	10.7	999	99	99
2009	1	5	11	50	121	3.2	4.2	1.34	17.39	8.09	199	1022.5	9.4	10.5	999	99	99
2009	1	5	12	50	134	3.1	4	1.28	12.9	8.11	283	1022.3	9.6	10.5	999	99	99
2009	1	5	13	50	187	3.8	4.9	1.1	14.81	7.72	280	1022.4	9.7	10.5	999	99	99
2009	1	5	14	50	195	4.4	5.9	1.11	12.9	7.8	282	1022.5	9.3	10.5	999	99	99
2009	1	5	15	50	172	6.5	7.7	1.14	13.79	6.86	261	1021.9	8.7	10.5	999	99	99
2009	1	5	16	50	161	5.5	6.4	1.11	14.81	6.17	277	1022.4	8.6	10.6	999	99	99
2009	1	5	17	50	166	7.2	8.5	1.2	13.79	5.84	280	1022.3	8.7	10.7	999	99	99
2009	1	5	18	50	159	7	8.1	1.21	17.39	5.07	221	1022.4	8.3	10.7	999	99	99
2009	1	5	19	50	139	7.2	8.6	1.36	17.39	5.27	252	1022.4	8	10.7	999	99	99
2009	1	5	20	50	108	6.1	7.3	1.38	19.05	5.32	299	1021.4	7.6	10.7	999	99	99
2009	1	5	21	50	105	8.4	10.1	1.39	17.39	5.31	284	1020.7	7.9	10.7	999	99	99
2009	1	5	22	50	100	8.4	10	1.43	17.39	5.14	269	1020.9	8	10.7	999	99	99
2009	1	5	23	50	90	8.2	9.2	1.47	17.39	5.25	274	1021.8	8.1	10.7	999	99	99
2009	1	6	0	50	89	7.2	9	1.55	17.39	5.74	282	1021.9	8.7	10.7	999	99	99
2009	1	6	1	50	89	5.5	6.6	1.51	17.39	5.96	291	1022.4	8.7	10.7	999	99	99
2009	1	6	2	50	78	3.4	4.6	1.6	17.39	6.79	283	1023.1	9.1	10.7	999	99	99
2009	1	6	3	50	71	3.9	4.9	1.67	17.39	7.37	274	1023.6	9	10.6	999	99	99
2009	1	6	4	50	43	2.4	3	1.65	17.39	7.37	279	1024.3	9	10.6	999	99	99
2009	1	6	5	50	18	2.8	4	1.83	17.39	7.87	270	1024.6	9.6	10.6	999	99	99
2009	1	6	6	50	351	1.9	3	2	17.39	8.3	281	1024.9	9.1	10.6	999	99	99
2009	1	6	7	50	353	1.8	2.4	1.88	11.43	8.27	299	1024.3	9.4	10.6	999	99	99
2009	1	6	8	50	98	2.1	3.1	2.2	17.39	8.99	272	1025	9.1	10.6	999	99	99
2009	1	6	9	50	83	1.9	3	2.02	16	8.51	269	1024.8	8.8	10.5	999	99	99
2009	1	6	10	50	337	3.2	4.3	1.94	17.39	8.39	287	1024.8	9.5	10.5	999	99	99
2009	1	6	11	50	4	5.3	6.5	1.98	10.81	8.12	302	1025	9.1	10.5	999	99	99
2009	1	6	12	50	9	5.9	8	1.98	16	7.78	265	1024.7	9.4	10.5	999	99	99
2009	1	6	14	50	341	3.8	5.3	2.24	11.43	7.96	296	1024.6	10.5	10.6	999	99	99
2009	1	6	15	50	349	5.9	7.4	2.22	10.81	7.8	293	1025	10.6	10.6	999	99	99
2009	1	6	16	50	345	6.8	8.4	2.45	10	7.58	285	1025.4	10.7	10.6	999	99	99
2009	1	6	17	50	3	4.6	6	2.25	10.81	7.55	291	1026.3	10.6	10.6	999	99	99
2009	1	6	18	50	4	4.7	6.1	2.54	13.79	8.11	280	1026.5	10.5	10.7	999	99	99
2009	1	6	19	50	354	2.7	3.8	2.34	10	7.88	284	1026.1	10.2	10.7	999	99	99
2009	1	6	20	50	353	2.7	3.6	2.47	16	8.24	265	1025.4	10.1	10.7	999	99	99
2009	1	6	21	50	337	5.5	6.9	2.5	16	8.36	263	1024.5	10.7	10.7	999	99	99
2009	1	6	22	50	331	5.4	6.9	2.45	13.79	7.92	278	1024.4	10.6	10.7	999	99	99
2009	1	6	23	50	339	5.1	6.5	2.27	13.79	7.87	276	1024.6	10.6	10.7	999	99	99
2009	1	7	0	50	321	4.5	5.5	2.4	13.79	8.37	291	1024.6	10.6	10.7	999	99	99
2009	1	7	1	50	331	4.3	5.5	2.31	14.81	8.2	286	1024.8	10.6	10.7	999	99	99
2009	1	7	2	50	351	0.9	1.6	2.71	14.81	8.69	287	1025.4	10.4	10.7	999	99	99
2009	1	7	4	50	338	2.1	3.6	2.43	13.79	7.74	291	1025.7	10.3	10.7	999	99	99
2009	1	7	5	50	354	2	3	2.41	14.81	7.7	284	1026	9.9	10.7	999	99	99
2009	1	7	6	50	31	2	2.7	2.48	13.79	7.83	275	1026	9.9	10.7	999	99	99
2009	1	7	7	50	60	2.6	3.6	2.44	14.81	8.08	279	1025.7	9.7	10.6	999	99	99
2009	1	7	8	50	35	1.4	2.5	2.58	13.79	8.42	284	1025.3	9.5	10.6	999	99	99
2009	1	7	9	50	344	1.3	2.6	2.28	11.43	7.9	292	1025.2	9.6	10.6	999	99	99
2009	1	7	10	50	67	1.1	2	2.46	13.79	8.37	301	1025.5	9.6	10.6	999	99	99
2009	1	7	11	50	105	1.1	2.1	2.47	13.79	8.33	286	1025.3	9.5	10.6	999	99	99
2009	1	7	12	50	103	3.1	4.2	2.44	14.81	8.41	293	1024.9	8.6	10.6	999	99	99
2009	1	7	13	50	28	1.6	2.3	2.69	14.81	8.78	286	1024.9	9.2	10.6	999	99	99
2009	1	7	15	50	359	2.1	3	2.45	13.79	8.57	287	1025.1	9.4	10.6	999	99	99
2009	1	7	16	50	334	2.9	4.2	2.39	12.12	8.62	289	1025.8	9.1	10.6	999	99	99
2009	1	7	17	50	15	1.1	2.1	2.38	12.9	8.2	283	1025.8	9.1	10.7	999	99	99
2009	1	7	18	50	40	1.4	2.2	2.3	13.79	8.51	262	1025.7	9.5	10.7	999	99	99
2009	1	7	19	50	322	1	2.4	2.18	13.79	7.83	273	1024.8	9.5	10.9	999	99	99
2009	1	7	20	50	354	0.7	1.5	2.28	14.81	8.6	262	1024.1	9.4	11	999	99	99
2009	1	7	21	50	322	1	2.2	2.15	12.9	8.21	288	1023.5	9.2	11.2	999	99	99
2009	1	7	22	50	359	0.6	1.4	2.25	14.81	8.83	269	1022.9	9.7	11.2	999	99	99
2009	1	7	23	50	282	0.8	1.7	2.03	13.79	8.52	290	1023.1	10.3	11.2	999	99	99
2009	1	8	0	50	146	1.8	3.1	2.05	13.79	8.84	282	1022.4	10.1	11.2	999	99	99
2009	1	8	1	50	220	1.6	2.1	1.98	13.79	8.35	290	1022.3	10.1	11	999	99	99
2009	1	8	2	50	109	1.5	2.5	2.08	11.43	8.04	290	1022.1	9.9	10.9	999	99	99
2009	1	8	3	50	94	1.9	2.8	2.15	12.9	8.24	282	1022	10	10.8	999	99	99
2009	1	8	4	50	104	1.1	2	2.1	10.81	8.43	299	1022.1	10	10.8	999	99	99
2009	1	8	5	50	82	2.1	3	2.04	11.43	8.14	283	1022.1	9.5	10.8	999	99	99
2009	1	8	6	50	344	4.7	5.5	2.05	12.12	8.27	298	1021.5	9.1	10.8	999	99	99
2009	1	8	8	50	348	3.3	4.3	2.14	12.9	8.3	288	1021.3	8.4	10.8	999	99	99
2009	1	8	9	50	336	3.4	4.2	1.96	11.43	7.77	292	1021.3	8.4	10.8	999	99	99
2009	1	8	10	50	342	5.1	6.5	1.92	10.81	7.93	301	1021.7	8.7	10.8	999	99	99
2009	1	8	11	50	344	5.4	6.6	1.89	12.9	7.5	292	1022.2	8.6	10.8	999	99	99
2009	1	8	12	50	346	5.1	5.9	1.79	12.9	7.37	274	1022	8.8	10.8	999	99	99
2009	1	8	13	50	348	3.6	4.6	1.82	12.12	8.07	292	1021.9	9	10.8	999	99	99
2009	1	8	14	50	337	3.1	4.1	1.66	12.12	8.24	292	1022.2	9.5	10.8	999	99	99
2009	1	8	15	50	336	3	4.1	1.75	12.12	8.77	292	1022.6	9.9	10.8	999	99	99
2009	1	8	16	50	344	2.3	3	1.68	10.81	8.57	290	1023	10.2	10.8	999	99	99
2009	1	8	17	50	30	1.3	1.7	1.9	12.12	8.82	287	1023.3	10.4	10.8	999	99	99
2009	1	8	18	50	2	2	2.8	1.71	12.9	8.95	272	1023.6	10.5	10.9	999	99	99
2009	1	8	19	50	327	1.1	1.7	1.71	12.9	8.29	282	1022.8	10.1	10.9	999	99	99
2009	1	8	20	50	336	4.6	5.8	1.63	12.9	8.25	287	1022.2	10.6	10.8	999	99	99
2009	1	8	21	50	350	2.7	4.1	1.7	12.12	8.24	282	1021.9	10.6	10.9	999	99	99
2009	1	8	22	50	349	7.2	8.8	1.72	11.43	7.32	293	1022.1	10.8	10.8	999	99	99
2009	1	8	23	50	343	6.8	7.9	1.79	12.9	7.21	291	1022.4	11.2	10.8	999	99	99
2009	1	9	0	50	344	6	7	1.98	12.12	7.43	282	1022.6	11.3	10.8	999	99	99
2009	1	9	1	50	341	5.8	7	2.33	12.9	6.86	285	1022.8	11.1	10.8	999	99	99
2009	1	9	2	50	349	7.1	9	2.71	12.12	7.15	292	1023	10.9	10.7	999	99	99
2009	1	9	3	50	353	6.2	7.4	2.6	12.9	7.07	286	1023.2	10.8	10.7	999	99	99
2009	1	9	4	50	341	7.2	8.9	2.6	12.9	7.11	288	1023.2	10.9	10.7	999	99	99
2009	1	9	5	50	332	9.1	11.4	2.8	12.9	7.33	289	1023.4	10.8	10.7	999	99	99
2009	1	9	6	50	340	9.1	10.8	2.89	12.9	7.01	280	1023.7	10.8	10.7	999	99	99
2009	1	9	7	50	343	7.2	8.7	2.79	11.43	6.83	289	1023.8	10.7	10.7	999	99	99
2009	1	9	8	50	345	7.7	10	2.65	12.9	6.88	284	1023.7	10.6	10.7	999	99	99
2009	1	9	9	50	342	8.5	10.7	2.77	9.09	6.57	284	1023.4	10.5	10.7	999	99	99
2009	1	9	10	50	338	7.8	9.8	2.83	8.33	6.74	288	1024	10.4	10.7	999	99	99
2009	1	9	11	50	339	7	8.5	2.89	12.12	6.81	277	1024.1	10.4	10.7	999	99	99
2009	1	9	12	50	342	8.9	10.4	2.92	10.81	7.04	276	1023.8	10	10.7	999	99	99
2009	1	9	13	50	345	7.8	9.6	2.95	8.33	7.12	294	1024.2	10	10.7	999	99	99
2009	1	9	14	50	345	7.9	9	3.05	9.09	7.22	285	1024.4	10	10.7	999	99	99
2009	1	9	15	50	5	4.5	6.1	2.89	9.09	7.24	284	1024.9	9.9	10.7	999	99	99
2009	1	9	16	50	138	4.6	6.2	2.89	10	7.48	286	1025.2	9.6	10.7	999	99	99
2009	1	9	17	50	114	3.5	5.3	2.8	10.81	7.57	286	1026	10.1	10.7	999	99	99
2009	1	9	18	50	122	3.3	5.2	2.73	12.12	7.66	279	1025.7	10.1	10.8	999	99	99
2009	1	9	19	50	122	2.8	4.1	2.91	10	8.25	285	1025.6	10.7	10.8	999	99	99
2009	1	9	20	50	316	3.4	4.7	2.6	10.81	7.66	288	1025.5	10.7	10.9	999	99	99
2009	1	9	21	50	332	3.5	4.8	2.46	10.81	7.71	284	1025.7	10.9	11	999	99	99
2009	1	9	22	50	109	0.6	1.6	2.39	11.43	7.8	279	1025.1	11.4	11.1	999	99	99
2009	1	9	23	50	324	1.9	2.9	2.45	12.12	8.09	286	1025.5	11.1	11.1	999	99	99
2009	1	10	0	50	336	2.9	3.7	2.3	10.81	7.69	293	1025.5	11	11	999	99	99
2009	1	10	1	50	354	2.9	3.5	2.39	10.81	7.92	280	1026.4	11	10.9	999	99	99
2009	1	10	2	50	55	2.6	3.3	2.15	10.81	7.59	286	1026.9	11.3	10.8	999	99	99
2009	1	10	3	50	38	1.3	2.1	2.25	11.43	7.78	293	1027.3	13.1	10.8	999	99	99
2009	1	10	4	50	133	0.5	1.7	2.18	10.81	7.78	299	1027.5	12.4	10.7	999	99	99
2009	1	10	5	50	74	2.5	3.4	2.11	11.43	7.85	294	1028.3	12.1	10.7	999	99	99
2009	1	10	6	50	84	4.1	5.4	2.03	10.81	7.8	292	1028.9	11.7	10.7	999	99	99
2009	1	10	7	50	74	4	5.5	2.05	11.43	8.02	291	1029.5	12	10.7	999	99	99
2009	1	10	8	50	102	5.8	6.8	1.91	11.43	7.43	289	1029.1	11.8	10.7	999	99	99
2009	1	10	10	50	94	5.7	7	2.06	10	7.59	289	1030	12	10.7	999	99	99
2009	1	10	11	50	102	6	7.5	1.81	10.81	7.25	286	1030.3	11.8	10.7	999	99	99
2009	1	10	12	50	93	8.3	10.3	2.2	10	7.01	280	1030.5	12.1	10.7	999	99	99
2009	1	10	13	50	88	10.2	12.5	2.09	10.81	6.73	290	1029.9	11.9	10.7	999	99	99
2009	1	10	14	50	99	8.5	11.4	1.92	10	6.24	292	1030.7	12	10.7	999	99	99
2009	1	10	15	50	90	8.1	10.1	1.87	10.81	6.57	283	1031.8	11.2	10.7	999	99	99
2009	1	10	16	50	102	5.9	8.3	1.77	11.43	6.52	287	1032.8	11.6	10.7	999	99	99
2009	1	10	17	50	95	6.1	7.8	1.76	10	6.14	288	1033.2	11.7	10.7	999	99	99
2009	1	10	18	50	101	7.2	9.1	1.78	10	6.36	282	1033.4	12.3	10.8	999	99	99
2009	1	10	19	50	103	7.3	9.2	1.63	12.9	6.33	278	1033	12.9	10.8	999	99	99
2009	1	10	20	50	101	6.3	7.4	1.57	12.9	6.03	278	1032.4	13.2	10.8	999	99	99
2009	1	10	21	50	112	3.1	5.1	1.54	10.81	6.74	284	1032.3	12.9	10.9	999	99	99
2009	1	10	22	50	73	2.7	3.5	1.49	10	7.45	281	1032.3	13.8	10.9	999	99	99
2009	1	10	23	50	330	3.9	5.2	1.4	12.9	7.79	274	1032.5	11.6	10.9	999	99	99
2009	1	11	0	50	332	4.1	4.9	1.39	12.12	7.95	280	1032.6	11.7	10.9	999	99	99
2009	1	11	1	50	323	3	3.6	1.33	12.12	7.92	275	1033.1	11.5	10.8	999	99	99
2009	1	11	2	50	342	4.8	5.5	1.34	12.12	7.85	283	1033.4	11.8	10.8	999	99	99
2009	1	11	3	50	354	4.8	5.5	1.33	12.12	7.51	278	1033.9	11.2	10.8	999	99	99
2009	1	11	4	50	347	3.3	4.2	1.3	11.43	7.55	285	1034.2	11.2	10.8	999	99	99
2009	1	11	5	50	354	2	2.7	1.3	12.12	8.26	295	1033.7	10.9	10.8	999	99	99
2009	1	11	6	50	359	1.3	1.7	1.33	12.9	8.46	282	1033.4	10.6	10.7	999	99	99
2009	1	11	7	50	15	1.7	2.2	1.26	17.39	8.43	290	1032.9	10.9	10.8	999	99	99
2009	1	11	8	50	7	1.4	2.2	1.23	17.39	8.67	287	1032.7	11.2	10.7	999	99	99
2009	1	11	9	50	317	2.4	3.1	1.32	17.39	8.91	286	1032.4	10.6	10.7	999	99	99
2009	1	11	10	50	310	1.4	2.7	1.4	17.39	8.88	280	1032.3	10.7	10.7	999	99	99
2009	1	11	11	50	337	0.3	0.9	1.42	17.39	8.28	287	1032.4	10.5	10.7	999	99	99
2009	1	11	12	50	73	1.3	2	1.41	17.39	8.46	292	1032.3	10.4	10.7	999	99	99
2009	1	11	13	50	106	3	3.8	1.35	16	8.48	290	1032.2	11.3	10.6	999	99	99
2009	1	11	14	50	100	3.6	5.1	1.48	16	8.89	287	1032.2	11.6	10.6	999	99	99
2009	1	11	15	50	87	5.4	7.1	1.59	16	8.55	284	1032.4	11.7	10.6	999	99	99
2009	1	11	16	50	68	2.8	3.7	1.51	16	8.26	283	1032.7	12.2	10.7	999	99	99
2009	1	11	17	50	66	2.5	3.7	1.53	16	8.38	278	1032.9	12	10.8	999	99	99
2009	1	11	18	50	273	1.8	2.5	1.63	16	9.13	291	1032.8	11.2	10.9	999	99	99
2009	1	11	19	50	262	1.8	2.4	1.52	14.81	9.1	278	1032.1	11.6	11.1	999	99	99
2009	1	11	20	50	292	3	3.7	1.66	14.81	9.55	286	1031.2	11.5	11.3	999	99	99
2009	1	11	21	50	320	3.8	4.6	1.63	14.81	8.95	269	1030.1	11.4	11.2	999	99	99
2009	1	11	22	50	329	2.4	3.1	1.57	16	8.29	274	1029.4	11.3	11.2	999	99	99
2009	1	11	23	50	330	5.1	5.9	1.64	14.81	7.78	269	1028.8	11.4	11.2	999	99	99
2009	1	12	0	50	330	6.5	8	1.89	13.79	7.89	277	1027.7	11.3	11.1	999	99	99
2009	1	12	1	50	334	4.9	5.9	1.81	14.81	7.25	280	1027.7	11.1	11	999	99	99
2009	1	12	2	50	331	4.5	5.6	1.97	13.79	7.47	289	1027.3	11.2	10.9	999	99	99
2009	1	12	3	50	356	3.7	4.9	1.96	13.79	7.5	290	1027.3	11.1	10.9	999	99	99
